#t p q a dW
53.6 -0.0125673 0.722615 -0.661348 -0.202662
53.7 -0.0785722 0.718055 -0.657921 0.873273
53.8 -0.143985 0.70692 -0.649495 1.20558
53.9 -0.208302 0.689295 -0.635993 1.55066
54 -0.271011 0.665313 -0.617306 1.07806
54.1 -0.331586 0.635164 -0.593309 -1.17572
54.2 -0.389492 0.599085 -0.563887 2.36668
54.3 -0.44418 0.557372 -0.528958 0.0590415
54.4 -0.495099 0.510375 -0.488504 -0.388758
54.5 -0.541699 0.458497 -0.442601 0.290389
54.6 -0.583444 0.402197 -0.391441 1.93205
54.7 -0.619823 0.341987 -0.335359 -0.262442
54.8 -0.650368 0.278427 -0.274843 1.19981
54.9 -0.674665 0.212122 -0.210534 1.72964
55 -0.692374 0.143713 -0.143219 0.179088
55.1 -0.703239 0.0738749 -0.0738078 -0.0181074
55.2 -0.707099 0.00329925 -0.00329925 -0.314195
55.3 -0.703897 -0.0673094 0.0672586 1.48244
55.4 -0.693681 -0.137246 0.136816 1.8653
55.5 -0.676601 -0.205817 0.204367 1.28038
55.6 -0.652905 -0.272346 0.268992 -0.804154
55.7 -0.622927 -0.336188 0.329891 -1.06059
55.8 -0.587073 -0.396735 0.386409 0.418299
55.9 -0.545808 -0.453422 0.438045 0.0571208
56 -0.499639 -0.505733 0.484449 1.11593
56.1 -0.4491 -0.553205 0.525416 -1.21106
56.2 -0.39474 -0.595426 0.560862 0.53571
56.3 -0.337111 -0.632044 0.590795 -0.389734
56.4 -0.276762 -0.662758 0.615293 0.261339
56.5 -0.21423 -0.687323 0.63447 -0.831957
56.6 -0.150041 -0.705548 0.648451 -0.96505
56.7 -0.0847091 -0.717293 0.657347 0.761566
56.8 -0.0187383 -0.722469 0.661239 -1.50196
56.9 0.0473732 -0.721036 0.660163 -1.17567
57 0.113128 -0.713006 0.654111 -0.976984
57.1 0.178027 -0.698439 0.643023 -0.557825
57.2 0.241562 -0.677446 0.626805 -0.675642
57.3 0.303213 -0.650189 0.605337 -0.17658
57.4 0.36245 -0.616884 0.578496 -2.11701
57.5 0.41873 -0.577798 0.546181 0.521262
57.6 0.471502 -0.533255 0.508339 0.198383
57.7 0.520215 -0.483633 0.464998 0.184467
57.8 0.564323 -0.429365 0.416294 0.841466
57.9 0.603303 -0.370939 0.362491 -0.167686
58 0.636665 -0.308892 0.304003 -0.0557992
58.1 0.663966 -0.243808 0.2414 2.52209
58.2 0.684831 -0.176313 0.175401 -0.498551
58.3 0.698962 -0.107066 0.106862 -0.198218
58.4 0.706151 -0.0367524 0.0367441 -0.632627
58.5 0.706292 0.0339287 -0.0339222 -0.327694
58.6 0.699384 0.104271 -0.104082 0.337112
58.7 0.685527 0.173574 -0.172703 -0.687724
58.8 0.664926 0.241152 -0.238821 -1.79785
58.9 0.637875 0.306344 -0.301575 -1.72934
59 0.604748 0.368524 -0.360239 -0.274135
59.1 0.565983 0.427106 -0.414238 1.405
59.2 0.52207 0.481549 -0.463153 1.19377
59.3 0.473531 0.531365 -0.506711 0.0864979
59.4 0.420911 0.576119 -0.544774 -0.876912
59.5 0.364761 0.61543 -0.57731 -1.65052
59.6 0.305632 0.648972 -0.604368 -0.094698
59.7 0.244067 0.676475 -0.626048 -1.81128
59.8 0.180597 0.697722 -0.642474 -0.0981409
59.9 0.115743 0.712549 -0.653764 -0.857063
60 0.0500124 0.720842 -0.660017 -0.568321
60.1 -0.0160944 0.722539 -0.661291 -0.350981
60.2 -0.0820803 0.717627 -0.657599 0.179441
60.3 -0.147447 0.706143 -0.648904 0.950581
60.4 -0.211692 0.688175 -0.635128 -0.299194
60.5 -0.2743 0.663859 -0.616161 -1.17428
60.6 -0.334747 0.633387 -0.591878 -0.441761
60.7 -0.392495 0.597 -0.562164 -0.0245254
60.8 -0.446996 0.554996 -0.52694 -0.820675
60.9 -0.497698 0.507727 -0.486192 0.91169
61 -0.544053 0.455601 -0.440002 0.330015
61.1 -0.585524 0.39908 -0.38857 -0.56218
61.2 -0.621603 0.338676 -0.332239 -0.423666
61.3 -0.651825 0.274954 -0.271503 1.81627
61.4 -0.675779 0.20852 -0.207012 1.08967
61.5 -0.693128 0.140019 -0.139562 0.651638
61.6 -0.703623 0.0701232 -0.0700658 1.32278
61.7 -0.707107 -0.000472039 0.000472039 -0.84139
61.8 -0.703528 -0.0710626 0.0710028 0.192927
61.9 -0.692941 -0.140944 0.140478 -1.01703
62 -0.675502 -0.209422 0.207895 0.918651
62.1 -0.651462 -0.275824 0.27234 -0.655086
62.2 -0.621159 -0.339506 0.333021 -0.471661
62.3 -0.585005 -0.399861 0.38929 0.95328
62.4 -0.543465 -0.456327 0.440654 0.0123646
62.5 -0.497049 -0.508391 0.486773 1.20571
62.6 -0.446292 -0.555592 0.527447 1.08076
62.7 -0.391744 -0.597523 0.562597 -1.54337
62.8 -0.333956 -0.633833 0.592238 1.1414
62.9 -0.273477 -0.664225 0.616449 -1.48924
63 -0.210844 -0.688457 0.635346 -0.181605
63.1 -0.146581 -0.706339 0.649053 0.058526
63.2 -0.0812023 -0.717736 0.657681 0.213341
63.3 -0.0152115 -0.722559 0.661307 -0.169654
63.4 0.0508936 -0.720774 0.659967 1.68573
63.5 0.116616 -0.712393 0.653647 0.980442
63.6 0.181455 -0.69748 0.642289 1.19352
63.7 0.244902 -0.676149 0.625794 -1.10286
63.8 0.306439 -0.648564 0.604042 0.653525
63.9 0.365532 -0.614943 0.576912 -0.657836
64 0.421638 -0.575557 0.544302 0.192027
64.1 0.474208 -0.530733 0.506165 -0.142583
64.2 0.522688 -0.480852 0.462534 -0.436986
64.3 0.566536 -0.42635 0.41355 -0.280111
64.4 0.605228 -0.367716 0.359485 -0.466518
64.5 0.638278 -0.305492 0.300762 -0.434549
64.6 0.665245 -0.240264 0.237959 -2.32527
64.7 0.685757 -0.172658 0.171802 -0.856923
64.8 0.699522 -0.103337 0.103153 0.621029
64.9 0.706337 -0.0329857 0.0329797 -1.67376
65 0.706101 0.0376952 -0.0376862 -0.362159
65.1 0.698819 0.108 -0.10779 -0.0523277
65.2 0.684597 0.177227 -0.176301 -0.887971
65.3 0.663644 0.244694 -0.24226 1.00616
65.4 0.636258 0.309742 -0.304813 0.731897
65.5 0.602819 0.371744 -0.363241 1.1174
65.6 0.563767 0.430118 -0.416978 -1.27971
65.7 0.519593 0.484327 -0.465613 -0.118073
65.8 0.470823 0.533884 -0.50888 -0.324867
65.9 0.418001 0.578356 -0.546648 0.958718
66 0.361678 0.617367 -0.57889 0.535027
66.1 0.302405 0.650594 -0.605659 -0.787599
66.2 0.240725 0.677768 -0.627056 -0.34811
66.3 0.177169 0.698676 -0.643205 0.728428
66.4 0.112255 0.713157 -0.654224 0.218524
66.5 0.0464917 0.721099 -0.66021 -0.139636
66.6 -0.0196211 0.722443 -0.66122 1.59379
66.7 -0.0855867 0.71718 -0.657262 -0.0646053
66.8 -0.150907 0.705347 -0.648298 0.219804
66.9 -0.215077 0.687037 -0.634249 2.09323
67 -0.277583 0.662388 -0.615001 0.539911
67.1 -0.3379 0.631593 -0.590431 1.08009
67.2 -0.395488 0.594898 -0.560425 -0.583234
67.3 -0.449801 0.552604 -0.524906 -1.07571
67.4 -0.500285 0.505066 -0.483865 -1.61631
67.5 -0.546392 0.452693 -0.437389 0.327161
67.6 -0.587589 0.395951 -0.385686 -0.9136
67.7 -0.623367 0.335356 -0.329106 -0.265739
67.8 -0.653264 0.271474 -0.268152 2.07064
67.9 -0.676873 0.204913 -0.203482 1.21216
68 -0.693863 0.13632 -0.135898 0.743489
68.1 -0.703986 0.0663695 -0.0663208 1.95515
68.2 -0.707094 -0.00424332 0.0042433 0.723708
68.3 -0.70314 -0.0748138 0.074744 0.964223
68.4 -0.692182 -0.144638 0.144134 0.868751
68.5 -0.674383 -0.213022 0.211415 0.330437
68.6 -0.65 -0.279295 0.275678 -1.15107
68.7 -0.619375 -0.342814 0.336139 -0.434878
68.8 -0.582921 -0.402975 0.392157 0.290269
68.9 -0.541108 -0.459219 0.443249 1.28223
69 -0.494446 -0.511035 0.489081 -1.8141
69.1 -0.443473 -0.557965 0.529461 0.141541
69.2 -0.388738 -0.599605 0.564316 -1.59891
69.3 -0.330794 -0.635606 0.593665 1.324
69.4 -0.270186 -0.665675 0.61759 -0.0905502
69.5 -0.207453 -0.689572 0.636207 -0.626427
69.6 -0.143118 -0.707112 0.649641 -0.113618
69.7 -0.0776937 -0.718159 0.658 0.28978
69.8 -0.0116843 -0.722631 0.66136 0.249343
69.9 0.0544129 -0.720493 0.659756 -1.13322
70 0.120101 -0.711762 0.653169 -0.372717
70.1 0.184879 -0.696504 0.64154 0.537558
70.2 0.248237 -0.674834 0.624768 1.57231
70.3 0.309657 -0.646921 0.602732 0.936861
70.4 0.368604 -0.612985 0.575311 0.17246
70.5 0.424536 -0.5733 0.542408 -0.403438
70.6 0.476901 -0.528196 0.503976 -0.114906
70.7 0.525148 -0.478057 0.460055 0.417334
70.8 0.568734 -0.423322 0.410792 0.36801
70.9 0.607138 -0.364483 0.356467 0.148843
71 0.639873 -0.302084 0.29751 -1.97232
71.1 0.666505 -0.236712 0.234508 -1.42881
71.2 0.686664 -0.168998 0.168195 0.516812
71.3 0.700062 -0.0996048 0.0994402 0.335798
71.4 0.706503 -0.029218 0.0292139 -0.143215
71.5 0.70589 0.0414605 -0.0414487 0.0214214
71.6 0.698234 0.111725 -0.111493 -0.638116
71.7 0.683647 0.180876 -0.179892 -0.90542
71.8 0.662342 0.248231 -0.245689 0.237711
71.9 0.634624 0.313131 -0.308039 1.40935
72 0.600873 0.374954 -0.36623 -0.174333
72.1 0.561535 0.433119 -0.419704 -0.464565
72.2 0.517103 0.487091 -0.468058 -0.217092
72.3 0.468103 0.536388 -0.511034 1.44272
72.4 0.41508 0.580578 -0.548507 0.238179
72.5 0.358586 0.619288 -0.580456 0.0538437
72.6 0.299171 0.652198 -0.606935 0.381114
72.7 0.237378 0.679043 -0.628049 -0.437548
72.8 0.173736 0.699612 -0.643921 -1.55142
72.9 0.108765 0.713746 -0.65467 0.297149
73 0.04297 0.721337 -0.66039 -0.548585
73.1 -0.0231475 0.722329 -0.661134 -0.524196
73.2 -0.0890912 0.716714 -0.656911 -0.71457
73.3 -0.154363 0.704533 -0.647678 0.160804
73.4 -0.218457 0.68588 -0.633355 0.666915
73.5 -0.28086 0.660898 -0.613826 0.151692
73.6 -0.341045 0.629782 -0.588969 -0.305855
73.7 -0.398472 0.592781 -0.55867 -0.67841
73.8 -0.452595 0.550198 -0.522856 -0.953336
73.9 -0.50286 0.502391 -0.481522 -0.894688
74 -0.548718 0.449773 -0.434761 2.16568
74.1 -0.589638 0.392812 -0.382788 0.0147425
74.2 -0.625114 0.332027 -0.32596 -0.59776
74.3 -0.654685 0.267986 -0.26479 -0.0706864
74.4 -0.677949 0.2013 -0.199943 0.532912
74.5 -0.694578 0.132617 -0.132229 -1.04516
74.6 -0.70433 0.0626139 -0.062573 -2.17307
74.7 -0.707061 -0.00801447 0.00801439 1.61559
74.8 -0.702731 -0.0785628 0.0784821 -0.422758
74.9 -0.691404 -0.148327 0.147784 -0.201521
75 -0.673246 -0.216616 0.214926 0.538368
75.1 -0.648521 -0.282758 0.279005 -0.430559
75.2 -0.617574 -0.346113 0.339244 1.2798
75.3 -0.580821 -0.406079 0.39501 0.334318
75.4 -0.538737 -0.462099 0.445828 -0.785687
75.5 -0.491832 -0.513666 0.491373 -0.352835
75.6 -0.440644 -0.560323 0.53146 -0.0666331
75.7 -0.385724 -0.60167 0.56602 1.4379
75.8 -0.327624 -0.637362 0.595077 0.530758
75.9 -0.266889 -0.667107 0.618716 -1.04444
76 -0.204057 -0.69067 0.637053 0.370196
76.1 -0.139651 -0.707866 0.650214 -0.171787
76.2 -0.0741835 -0.718564 0.658305 -1.79501
76.3 -0.00815684 -0.722684 0.6614 -0.283982
76.4 0.0579311 -0.720194 0.65953 1.74177
76.5 0.123583 -0.711112 0.652677 -0.404554
76.6 0.188298 -0.695508 0.640776 -0.96029
76.7 0.251567 -0.673501 0.623726 -1.16381
76.8 0.312868 -0.645261 0.601407 -1.1888
76.9 0.371668 -0.611011 0.573696 1.41942
77 0.427424 -0.571028 0.540498 -0.0917878
77.1 0.479583 -0.525646 0.501772 0.421555
77.2 0.527595 -0.47525 0.457561 1.4091
77.3 0.570918 -0.420283 0.408019 0.198113
77.4 0.609031 -0.36124 0.353435 -2.73766
77.5 0.641451 -0.298667 0.294246 -0.259974
77.6 0.667746 -0.233154 0.231047 -1.27498
77.7 0.687551 -0.165334 0.164582 0.151505
77.8 0.700583 -0.0958697 0.0957229 0.228084
77.9 0.706649 -0.0254496 0.0254468 0.394435
78 0.705659 0.0452248 -0.0452093 -0.140412
78.1 0.697629 0.115448 -0.115191 0.539147
78.2 0.682678 0.18452 -0.183475 -0.0232985
78.3 0.661023 0.25176 -0.249108 0.855406
78.4 0.632973 0.316511 -0.311253 -0.726673
78.5 0.598912 0.378154 -0.369205 -2.29329
78.6 0.55929 0.436108 -0.422415 -0.22222
78.7 0.514601 0.489843 -0.470487 -0.283059
78.8 0.465372 0.538877 -0.513172 1.73868
78.9 0.41215 0.582784 -0.550351 -0.262945
79 0.355486 0.621192 -0.582005 1.86865
79.1 0.295931 0.653785 -0.608195 0.322324
79.2 0.234026 0.6803 -0.629026 0.0646072
79.3 0.1703 0.700529 -0.644623 -0.382684
79.4 0.105272 0.714317 -0.655101 0.155333
79.5 0.0394475 0.721557 -0.660555 -0.12519
79.6 -0.0266733 0.722196 -0.661034 1.69177
79.7 -0.0925938 0.716229 -0.656545 0.277097
79.8 -0.157815 0.703701 -0.647044 0.138908
79.9 -0.221833 0.684706 -0.632446 0.415427
80 -0.284131 0.659392 -0.612636 0.953176
80.1 -0.344182 0.627955 -0.587491 0.061527
80.2 -0.401447 0.590648 -0.556899 1.77555
80.3 -0.455378 0.547777 -0.520791 0.873718
80.4 -0.505421 0.499702 -0.479164 1.05262
80.5 -0.55103 0.44684 -0.432118 -0.2455
80.6 -0.591672 0.389662 -0.379875 0.0147911
80.7 -0.626844 0.328688 -0.322802 0.612002
80.8 -0.656088 0.26449 -0.261418 0.0382259
80.9 -0.679006 0.197682 -0.196397 -0.00540024
81 -0.695273 0.128911 -0.128554 -0.283812
81.1 -0.704654 0.0588566 -0.0588226 0.219912
81.2 -0.707009 -0.0117854 0.0117851 -0.364641
81.3 -0.702303 -0.0823097 0.0822168 0.745943
81.4 -0.690606 -0.152013 0.151428 -1.61652
81.5 -0.672091 -0.220204 0.218428 -1.4076
81.6 -0.647024 -0.286213 0.282321 -1.06187
81.7 -0.615756 -0.349402 0.342336 0.0224903
81.8 -0.578707 -0.409171 0.397849 -1.45869
81.9 -0.536352 -0.464966 0.448392 0.75776
82 -0.489205 -0.516282 0.49365 0.219866
82.1 -0.437804 -0.562665 0.533443 -0.143025
82.2 -0.382701 -0.603719 0.567708 -0.648896
82.3 -0.324446 -0.6391 0.596474 0.822835
82.4 -0.263587 -0.668522 0.619826 -0.7492
82.5 -0.200657 -0.691749 0.637885 -0.0737908
82.6 -0.136182 -0.708602 0.650773 0.631645
82.7 -0.0706717 -0.718951 0.658595 -0.00660159
82.8 -0.00462924 -0.722718 0.661426 -0.546253
82.9 0.061448 -0.719875 0.659291 0.525564
83 0.127063 -0.710444 0.65217 1.05898
83.1 0.191714 -0.694495 0.639997 -0.377869
83.2 0.25489 -0.67215 0.62267 0.789986
83.3 0.316072 -0.643583 0.600066 -0.392974
83.4 0.374724 -0.60902 0.572064 -0.645777
83.5 0.430302 -0.568741 0.538572 -2.10924
83.6 0.482254 -0.523081 0.499551 -1.30499
83.7 0.530029 -0.47243 0.455051 -0.203972
83.8 0.573086 -0.417232 0.405232 1.30405
83.9 0.610908 -0.357987 0.350389 -0.0269919
84 0.643012 -0.295241 0.290971 -0.564463
84.1 0.668969 -0.229589 0.227578 0.917535
84.2 0.68842 -0.161664 0.160961 0.0110188
84.3 0.701083 -0.0921319 0.0920016 0.643614
84.4 0.706774 -0.0216803 0.0216786 -0.865121
84.5 0.705408 0.0489877 -0.0489681 -0.211531
84.6 0.697005 0.119167 -0.118885 0.151638
84.7 0.68169 0.188158 -0.18705 -0.45877
84.8 0.659685 0.255282 -0.252518 -0.666573
84.9 0.631304 0.319883 -0.314455 1.12053
85 0.596935 0.381343 -0.372167 -1.01494
85.1 0.55703 0.439085 -0.425111 1.6639
85.2 0.512085 0.492581 -0.472901 -0.858619
85.3 0.462629 0.541352 -0.515295 1.02717
85.4 0.40921 0.584974 -0.552178 -0.390324
85.5 0.352378 0.62308 -0.583539 1.08885
85.6 0.292684 0.655355 -0.60944 -0.699398
85.7 0.230668 0.681539 -0.629989 -1.44476
85.8 0.16686 0.701429 -0.64531 -0.662852
85.9 0.101777 0.714869 -0.655518 -0.955753
86 0.035924 0.721758 -0.660706 -0.676634
86.1 -0.0301986 0.722045 -0.660921 1.99298
86.2 -0.0960944 0.715726 -0.656166 0.0098929
86.3 -0.161265 0.70285 -0.646395 1.81582
86.4 -0.225203 0.683514 -0.631522 -1.60486
86.5 -0.287395 0.657868 -0.611431 -0.841743
86.6 -0.347311 0.626111 -0.585998 0.316765
86.7 -0.404413 0.588499 -0.555113 -2.7438
86.8 -0.45815 0.545341 -0.518709 -0.199448
86.9 -0.507971 0.497 -0.47679 -0.50578
87 -0.553328 0.443895 -0.42946 0.105126
87.1 -0.59369 0.386501 -0.376949 1.35225
87.2 -0.628557 0.32534 -0.319631 -0.0228773
87.3 -0.657473 0.260988 -0.258035 0.580591
87.4 -0.680044 0.194057 -0.192842 -0.65267
87.5 -0.695949 0.125201 -0.124874 0.956036
87.6 -0.704957 0.0550975 -0.0550697 0.782205
87.7 -0.706936 -0.015556 0.0155554 -0.456509
87.8 -0.701854 -0.0860542 0.085948 3.22348
87.9 -0.689789 -0.155694 0.155066 -0.904991
88 -0.670917 -0.223785 0.221922 -0.263897
88.1 -0.645509 -0.289659 0.285626 -1.52841
88.2 -0.613922 -0.352681 0.345415 1.96621
88.3 -0.576578 -0.412252 0.400673 -2.97542
88.4 -0.533954 -0.46782 0.450942 0.028219
88.5 -0.486566 -0.518884 0.495911 -0.03807
88.6 -0.434954 -0.564993 0.53541 1.6713
88.7 -0.379669 -0.605752 0.569381 -1.50675
88.8 -0.321261 -0.640822 0.597855 0.0764228
88.9 -0.260278 -0.669919 0.620922 -0.468975
89 -0.197253 -0.69281 0.638702 -0.846085
89.1 -0.13271 -0.709319 0.651317 -1.42036
89.2 -0.0671584 -0.719318 0.658872 -0.549475
89.3 -0.00110154 -0.722733 0.661437 1.04476
89.4 0.0649636 -0.719538 0.659038 1.12538
89.5 0.13054 -0.709757 0.651649 -2.20087
89.6 0.195125 -0.693463 0.639204 -1.00125
89.7 0.258209 -0.670782 0.621599 -1.07352
89.8 0.319269 -0.641889 0.59871 0.348499
89.9 0.37777 -0.607014 0.570417 -0.413206
90 0.433169 -0.566438 0.53663 0.94598
90.1 0.484912 -0.520502 0.497315 0.388433
90.2 0.532449 -0.469596 0.452526 -0.799431
90.3 0.57524 -0.41417 0.40243 -0.313879
90.4 0.612768 -0.354724 0.347331 0.872169
90.5 0.644555 -0.291808 0.287684 0.280283
90.6 0.670174 -0.226018 0.224099 1.15889
90.7 0.689268 -0.157991 0.157334 0.287985
90.8 0.701564 -0.0883914 0.0882763 1.12065
90.9 0.70688 -0.0179105 0.0179096 -0.0676201
91 0.705137 0.0527492 -0.0527248 0.125086
91.1 0.696361 0.122882 -0.122573 -0.0499115
91.2 0.680683 0.191791 -0.190618 -0.785177
91.3 0.658329 0.258796 -0.255917 -0.15222
91.4 0.629618 0.323245 -0.317645 -0.344489
91.5 0.594942 0.384521 -0.375115 0.85721
91.6 0.554755 0.44205 -0.427793 0.42997
91.7 0.509556 0.495305 -0.4753 -0.838291
91.8 0.459876 0.543812 -0.517402 -0.703973
91.9 0.40626 0.587149 -0.55399 -0.276051
92 0.349262 0.624951 -0.585058 0.830108
92.1 0.28943 0.656907 -0.61067 -0.669318
92.2 0.227306 0.682761 -0.630937 3.13439
92.3 0.163417 0.702309 -0.645982 -0.95312
92.4 0.0982796 0.715402 -0.655921 -1.28865
92.5 0.0323998 0.72194 -0.660842 -0.257206
92.6 -0.0337233 0.721874 -0.660793 1.32422
92.7 -0.099593 0.715204 -0.655772 1.42196
92.8 -0.16471 0.701981 -0.645731 -0.0606077
92.9 -0.228569 0.682304 -0.630583 -0.70634
93 -0.290653 0.656326 -0.61021 -0.554529
93.1 -0.350433 0.62425 -0.584489 0.32946
93.2 -0.407369 0.586334 -0.553311 -0.264519
93.3 -0.460911 0.54289 -0.516612 -0.630499
93.4 -0.510507 0.494284 -0.474401 -0.46379
93.5 -0.555611 0.440938 -0.426788 -0.71918
93.6 -0.595692 0.383329 -0.37401 -0.947806
93.7 -0.630253 0.321984 -0.316449 0.877254
93.8 -0.658841 0.257477 -0.254642 -2.08405
93.9 -0.681063 0.190428 -0.189279 -0.479867
94 -0.696605 0.121488 -0.121189 -0.580632
94.1 -0.705241 0.0513369 -0.0513144 -0.182683
94.2 -0.706843 -0.0193261 0.0193249 1.19494
94.3 -0.701386 -0.0897962 0.0896756 0.915198
94.4 -0.688952 -0.159371 0.158697 -0.628837
94.5 -0.669724 -0.22736 0.225406 0.459657
94.6 -0.643977 -0.293098 0.28892 -3.05847
94.7 -0.612072 -0.35595 0.348481 0.977218
94.8 -0.574433 -0.415321 0.403484 1.7671
94.9 -0.531542 -0.470662 0.453476 0.590227
95 -0.483915 -0.521472 0.498157 0.610613
95.1 -0.432093 -0.567305 0.537361 0.850188
95.2 -0.376627 -0.607769 0.571037 -0.0582205
95.3 -0.318069 -0.642527 0.599221 -0.32096
95.4 -0.256963 -0.671298 0.622003 -0.527336
95.5 -0.193845 -0.693853 0.639504 0.0095185
95.6 -0.129234 -0.710017 0.651847 -0.984245
95.7 -0.0636436 -0.719667 0.659134 0.403906
95.8 0.00242619 -0.72273 0.661435 1.87726
95.9 0.0684778 -0.719182 0.65877 1.14789
96 0.134014 -0.709052 0.651114 0.203039
96.1 0.198532 -0.692414 0.638397 -0.761334
96.2 0.261521 -0.669396 0.620512 0.466413
96.3 0.322458 -0.640178 0.597338 -0.143517
96.4 0.380808 -0.604991 0.568754 -0.741359
96.5 0.436026 -0.564121 0.534673 -0.98784
96.6 0.487558 -0.517908 0.495064 0.435471
96.7 0.534856 -0.46675 0.449986 1.50618
96.8 0.577379 -0.411096 0.399615 0.606584
96.9 0.614613 -0.351451 0.34426 0.826156
97 0.64608 -0.288366 0.284386 -0.9389
97.1 0.67136 -0.222441 0.220611 0.787866
97.2 0.690098 -0.154312 0.153701 1.10671
97.3 0.702025 -0.0846484 0.0845474 -1.08117
97.4 0.706965 -0.0141402 0.0141397 0.192277
97.5 0.704846 0.0565092 -0.0564792 -0.0218458
97.6 0.695698 0.126595 -0.126257 1.12369
97.7 0.679656 0.195419 -0.194177 -1.05865
97.8 0.656955 0.262304 -0.259306 0.216372
97.9 0.627916 0.326599 -0.320823 0.124798
98 0.592934 0.387689 -0.37805 0.863381
98.1 0.552466 0.445003 -0.43046 -0.239313
98.2 0.507015 0.498016 -0.477683 0.296892
98.3 0.45711 0.546257 -0.519493 -0.74022
98.4 0.4033 0.589308 -0.555786 -0.996565
98.5 0.346137 0.626805 -0.58656 -0.568252
98.6 0.28617 0.658442 -0.611885 -0.162643
98.7 0.223938 0.683964 -0.63187 0.463786
98.8 0.15997 0.703172 -0.64664 0.798468
98.9 0.0947802 0.715917 -0.65631 1.68048
99 0.028875 0.722104 -0.660965 0.0447161
99.1 -0.0372472 0.721685 -0.660651 -0.675291
99.2 -0.103089 0.714664 -0.655363 -0.601393
99.3 -0.168152 0.701093 -0.645053 -0.297475
99.4 -0.23193 0.681076 -0.629629 0.823345
99.5 -0.293904 0.654767 -0.608975 -1.19955
99.6 -0.353546 0.622373 -0.582965 1.13858
99.7 -0.410315 0.584154 -0.551494 -0.386115
99.8 -0.463661 0.540424 -0.5145 -0.37676
99.9 -0.513031 0.491554 -0.471997 -1.26495
#***********************
# Npart = 8
# U0 = 1
# T1 = 0.5
# T2 = 0
# timeSteps = 100000
# timeDim = 1000
# gamma1 = 1
# gamma2 = 1
# alpha = 0
# job_id = 0
# printTVR = 0
# basename = N_00008__U0_1.00__T1_0.5__T2_0.00__A_0.00__id_00000
# time seed = 1447552524
# dt = 0.001
# dt2 = 1e-06
# HB01 seed01_1 = 1804289383
# HB01 seed01_2 = 846930886
# HB02 seed02_1 = 1681692777
# HB02 seed02_2 = 1714636915
#***********************
