#t p q a dW
7.6 0.671579 0.759022 -0.688213 0.0164628
7.7 0.600455 0.822661 -0.732959 0.260169
7.8 0.525241 0.878977 -0.770087 2.18566
7.9 0.446672 0.927598 -0.800182 1.11946
8 0.365418 0.968222 -0.823879 -0.0911422
8.1 0.282089 1.00061 -0.841802 0.57188
8.2 0.197232 1.02459 -0.854501 -1.74241
8.3 0.111348 1.04002 -0.862417 0.989296
8.4 0.0248979 1.04684 -0.865846 -1.43992
8.5 -0.0616768 1.045 -0.864925 0.404762
8.6 -0.147941 1.03451 -0.859615 2.30786
8.7 -0.233447 1.01544 -0.849711 -0.589638
8.8 -0.317718 0.987866 -0.834853 1.06613
8.9 -0.400236 0.951952 -0.814549 -0.388376
9 -0.480427 0.907897 -0.788211 -2.41815
9.1 -0.557656 0.855965 -0.755204 -0.27349
9.2 -0.631224 0.796488 -0.714905 -0.408059
9.3 -0.700375 0.729867 -0.666771 -1.01307
9.4 -0.764304 0.656586 -0.610417 -0.52701
9.5 -0.822179 0.577208 -0.545687 0.0248602
9.6 -0.873167 0.49238 -0.472725 1.48409
9.7 -0.916466 0.402831 -0.392025 -0.626851
9.8 -0.951342 0.309368 -0.304457 -0.965346
9.9 -0.977169 0.212865 -0.211261 0.616438
10 -0.993459 0.114252 -0.114004 -0.686609
10.1 -0.999895 0.0145014 -0.0145009 -0.0357255
10.2 -0.996349 -0.085394 0.0852902 1.5495
10.3 -0.982893 -0.184438 0.183394 -2.93255
10.4 -0.959789 -0.281651 0.277942 -0.100899
10.5 -0.927479 -0.376089 0.367285 -0.0230194
10.6 -0.886551 -0.466859 0.450084 0.550054
10.7 -0.837713 -0.553135 0.525358 -1.49073
10.8 -0.781751 -0.634164 0.592505 -1.05741
10.9 -0.719491 -0.709275 0.651284 -1.23287
11 -0.651771 -0.777881 0.701771 -0.241217
11.1 -0.579403 -0.839475 0.744292 0.63171
11.2 -0.503161 -0.893632 0.779353 -1.25685
11.3 -0.423761 -0.940002 0.807559 0.536225
11.4 -0.341856 -0.978301 0.82955 -0.437939
11.5 -0.258038 -1.00831 0.845931 -0.297757
11.6 -0.172839 -1.02986 0.857228 -0.486466
11.7 -0.0867482 -1.04285 0.863842 1.04261
11.8 -0.000218479 -1.0472 0.866025 1.72464
11.9 0.0863123 -1.04289 0.863864 0.108565
12 0.172407 -1.02995 0.857273 0.535409
12.1 0.257611 -1.00844 0.846001 0.718643
12.2 0.341438 -0.978473 0.829646 -0.57378
12.3 0.423353 -0.940216 0.807685 -0.0398008
12.4 0.502768 -0.893886 0.779512 1.21247
12.5 0.579027 -0.839767 0.744488 0.417543
12.6 0.651417 -0.778209 0.702005 -0.334287
12.7 0.719163 -0.709638 0.65156 -0.381486
12.8 0.781452 -0.634559 0.592822 -0.559814
12.9 0.837448 -0.553558 0.525717 0.0719526
13 0.886324 -0.467307 0.450483 0.951366
13.1 0.927293 -0.376557 0.367721 -0.79318
13.2 0.959649 -0.282135 0.278407 -0.642326
13.3 0.982801 -0.184934 0.183881 -1.62369
13.4 0.996306 -0.0858967 0.0857911 -0.196044
13.5 0.999902 0.0139969 -0.0139965 -0.636382
13.6 0.993516 0.113751 -0.113506 -0.0288507
13.7 0.977276 0.212372 -0.210779 -1.13729
13.8 0.951496 0.308888 -0.303999 0.404461
13.9 0.916663 0.402369 -0.391599 1.2508
14 0.873405 0.49194 -0.472336 2.32543
14.1 0.822454 0.576793 -0.545339 0.844806
14.2 0.764612 0.656201 -0.610111 -0.627384
14.3 0.700712 0.729514 -0.666507 0.857161
14.4 0.631585 0.796169 -0.714682 1.89116
14.5 0.558037 0.855684 -0.755019 -0.865651
14.6 0.480825 0.907654 -0.788062 0.694412
14.7 0.400647 0.95175 -0.814432 -1.26881
14.8 0.318139 0.987706 -0.834765 0.11311
14.9 0.233875 1.01532 -0.849649 -0.813894
15 0.148375 1.03444 -0.859576 1.13371
15.1 0.0621132 1.04497 -0.864909 -0.930156
15.2 -0.0244611 1.04685 -0.865853 -0.271207
15.3 -0.110912 1.04008 -0.862445 0.701673
15.4 -0.196801 1.02469 -0.854552 0.695207
15.5 -0.281664 1.00075 -0.841878 1.0561
15.6 -0.365003 0.968406 -0.823984 0.37543
15.7 -0.446268 0.927823 -0.800317 2.1888
15.8 -0.524853 0.879242 -0.770256 -1.08456
15.9 -0.600085 0.822964 -0.733165 0.785105
16 -0.671232 0.759361 -0.688458 -0.52919
16.1 -0.737507 0.68888 -0.635673 -0.882752
16.2 -0.798088 0.61205 -0.574546 -0.386972
16.3 -0.852138 0.52948 -0.505085 0.901417
16.4 -0.898838 0.441867 -0.427628 0.435638
16.5 -0.93742 0.349983 -0.342882 1.32393
16.6 -0.967207 0.254676 -0.251932 -0.460434
16.7 -0.987647 0.156854 -0.156211 -0.71285
16.8 -0.998348 0.0574716 -0.05744 0.217662
16.9 -0.999097 -0.042484 0.0424712 -0.0964052
17 -0.989882 -0.142016 0.141539 0.786343
17.1 -0.970882 -0.240134 0.237833 -1.02301
17.2 -0.942466 -0.335878 0.329598 0.34905
17.3 -0.905163 -0.428331 0.415353 0.53541
17.4 -0.859634 -0.516636 0.493958 0.708579
17.5 -0.806636 -0.600009 0.56465 -1.34199
17.6 -0.746982 -0.677742 0.627035 -1.60688
17.7 -0.681508 -0.749211 0.681061 0.642183
17.8 -0.611041 -0.813877 0.726955 -0.0721362
17.9 -0.536374 -0.871279 0.765153 0.463493
18 -0.458248 -0.921036 0.796229 0.258856
18.1 -0.377344 -0.962836 0.820815 -0.0215946
18.2 -0.29428 -0.996433 0.839538 -0.760587
18.3 -0.209613 -1.02164 0.852965 -2.49388
18.4 -0.123848 -1.03832 0.861552 -1.83704
18.5 -0.0374529 -1.04639 0.86562 1.32068
18.6 0.0491306 -1.0458 0.865328 0.462509
18.7 0.135467 -1.03657 0.860663 0.239873
18.8 0.221112 -1.01873 0.851444 -1.08674
18.9 0.305593 -0.992386 0.837333 1.302
19 0.388399 -0.95767 0.817853 0.399613
19.1 0.468966 -0.914781 0.792429 -1.45727
19.2 0.546666 -0.863973 0.760428 0.221609
19.3 0.620811 -0.805566 0.721223 -0.682549
19.4 0.690651 -0.739954 0.674254 0.159136
19.5 0.755389 -0.667606 0.619108 -0.623555
19.6 0.814194 -0.589074 0.555591 -0.0204447
19.7 0.866231 -0.504993 0.483801 -1.22259
19.8 0.910692 -0.41608 0.404178 0.306113
19.9 0.946832 -0.323132 0.317538 -1.31796
20 0.974005 -0.227013 0.225068 0.188203
20.1 0.991702 -0.128647 0.128292 0.357683
20.2 0.999579 -0.0289998 0.0289958 -0.0493156
20.3 0.997482 0.0709365 -0.070877 0.327857
20.4 0.985451 0.170165 -0.169345 2.98638
20.5 0.963723 0.267703 -0.264517 -0.85119
20.6 0.932714 0.3626 -0.354707 -0.172039
20.7 0.892994 0.453956 -0.438524 -0.576706
20.8 0.845256 0.540932 -0.514935 0.948369
20.9 0.790277 0.622765 -0.583284 -0.286962
21 0.728879 0.698773 -0.643279 -1.40922
21.1 0.661898 0.768355 -0.694953 -0.57387
21.2 0.590156 0.830994 -0.738602 0.38485
21.3 0.51443 0.886254 -0.774708 0.516763
21.4 0.435446 0.933772 -0.803869 0.548598
21.5 0.353866 0.973256 -0.826722 -0.814291
21.6 0.270291 1.00448 -0.843882 -1.93453
21.7 0.185261 1.02727 -0.855888 0.500483
21.8 0.0992707 1.0415 -0.863162 -1.69921
21.9 0.0127773 1.0471 -0.865978 0.123287
22 -0.0737802 1.04405 -0.864448 -0.27861
22.1 -0.159966 1.03236 -0.858511 0.810224
22.2 -0.245328 1.01209 -0.84794 0.824211
22.3 -0.329387 0.983338 -0.832352 -0.00103246
22.4 -0.411615 0.94627 -0.81124 0.0555749
22.5 -0.491431 0.901095 -0.784007 0.417833
22.6 -0.568191 0.848086 -0.750016 -2.33612
22.7 -0.641188 0.787582 -0.708649 -0.147157
22.8 -0.709657 0.719999 -0.659384 0.754711
22.9 -0.772789 0.645829 -0.60186 -0.56498
23 -0.82975 0.565647 -0.535962 -0.293222
23.1 -0.879708 0.480112 -0.461879 -0.441088
23.2 -0.92187 0.389965 -0.380156 0.132952
23.3 -0.955515 0.296022 -0.291718 -1.9543
23.4 -0.980032 0.199167 -0.197852 2.02575
23.5 -0.994958 0.100336 -0.100167 -0.83539
23.6 -1 0.000504555 -0.000504555 1.34263
23.7 -0.995058 -0.0993315 0.0991682 -0.917563
23.8 -0.980232 -0.198177 0.196883 0.672652
23.9 -0.955809 -0.295058 0.290795 -1.00479
24 -0.922253 -0.389035 0.379295 1.21272
24.1 -0.880174 -0.479224 0.461091 0.578115
24.2 -0.83029 -0.564809 0.535255 2.72641
24.3 -0.773396 -0.645049 0.601237 0.476732
24.4 -0.710322 -0.719282 0.658845 -0.928556
24.5 -0.641903 -0.786935 0.708193 -0.864711
24.6 -0.568947 -0.847512 0.749636 0.962851
24.7 -0.492222 -0.900599 0.783699 -0.0557941
24.8 -0.412433 -0.945854 0.810997 -0.47992
24.9 -0.330226 -0.983005 0.832167 -0.257332
25 -0.246184 -1.01184 0.847808 0.376697
25.1 -0.160832 -1.0322 0.858428 -1.18985
25.2 -0.0746525 -1.04398 0.864411 0.68705
25.3 0.0119034 -1.04712 0.865985 0.594408
25.4 0.0983997 -1.0416 0.863212 1.29055
25.5 0.184398 -1.02745 0.855985 -0.493758
25.6 0.269439 -1.00475 0.844028 0.378294
25.7 0.353032 -0.973613 0.826923 0.124325
25.8 0.434634 -0.934211 0.80413 -0.437046
25.9 0.513648 -0.886772 0.775036 0.136238
26 0.58941 -0.831589 0.739003 1.18104
26.1 0.661197 -0.769023 0.695433 -0.291121
26.2 0.728229 -0.699508 0.643842 -0.2152
26.3 0.789688 -0.623563 0.583931 1.05386
26.4 0.844736 -0.541785 0.515666 -3.02671
26.5 0.892552 -0.454857 0.439333 -1.25178
26.6 0.932356 -0.363541 0.355586 -0.137206
26.7 0.963456 -0.268676 0.265455 1.14341
26.8 0.98528 -0.17116 0.170325 -0.279767
26.9 0.99741 -0.071943 0.071881 1.32796
27 0.999608 0.0279911 -0.0279875 -1.23473
27.1 0.991831 0.127646 -0.1273 -0.97935
27.2 0.974232 0.22603 -0.22411 -1.1226
27.3 0.947152 0.322176 -0.316631 -0.32428
27.4 0.9111 0.415161 -0.403337 0.492974
27.5 0.866719 0.504118 -0.483036 0.392828
27.6 0.814754 0.588252 -0.554908 -0.566758
27.7 0.756013 0.666843 -0.618509 0.701496
27.8 0.691332 0.739257 -0.673739 2.06108
27.9 0.621539 0.804939 -0.720789 -1.12951
28 0.547433 0.863421 -0.76007 0.0446395
28.1 0.469765 0.914307 -0.79214 -1.07007
28.2 0.389224 0.957278 -0.817627 0.147406
28.3 0.306438 0.992077 -0.837164 0.671374
28.4 0.221971 1.01851 -0.851327 0.135156
28.5 0.136336 1.03643 -0.860593 0.356396
28.6 0.0500038 1.04575 -0.865302 0.068372
28.7 -0.0365793 1.04642 -0.865639 -0.198762
28.8 -0.122979 1.03844 -0.861615 -0.970777
28.9 -0.208752 1.02185 -0.853075 -2.08354
29 -0.293433 0.99673 -0.8397 1.22087
29.1 -0.376516 0.963217 -0.821032 0.0534051
29.2 -0.457444 0.921498 -0.796508 -0.199493
29.3 -0.535601 0.87182 -0.765501 0.906146
29.4 -0.610307 0.814493 -0.727378 -2.06421
29.5 -0.68082 0.749898 -0.681564 -2.07844
29.6 -0.746349 0.678495 -0.627622 1.0068
29.7 -0.806066 0.600822 -0.565321 0.885023
29.8 -0.859136 0.517504 -0.494712 0.610573
29.9 -0.904744 0.429244 -0.416184 -0.031021
30 -0.942133 0.336829 -0.330496 -2.09327
30.1 -0.970642 0.241114 -0.238784 0.170273
30.2 -0.989738 0.143014 -0.142527 0.175257
30.3 -0.999054 0.0434921 -0.0434784 1.03153
30.4 -0.998405 -0.0564641 0.0564341 -1.63885
30.5 -0.987805 -0.155857 0.155227 0.185668
30.6 -0.967461 -0.2537 0.250987 0.513159
30.7 -0.937766 -0.349037 0.341993 -1.68057
30.8 -0.899269 -0.44096 0.426808 0.589789
30.9 -0.852647 -0.52862 0.504342 0.321705
31 -0.798667 -0.611244 0.573887 1.15987
31.1 -0.738148 -0.688136 0.635098 0.5386
31.2 -0.671926 -0.758684 0.687967 0.29041
31.3 -0.600825 -0.822358 0.732753 1.9016
31.4 -0.52563 -0.878712 0.769918 0.481598
31.5 -0.447076 -0.927372 0.800046 0.474631
31.6 -0.365834 -0.968038 0.823775 -0.884264
31.7 -0.282513 -1.00047 0.841725 1.07629
31.8 -0.197663 -1.02449 0.854449 1.35045
31.9 -0.111783 -1.03997 0.862388 0.0331337
32 -0.0253348 -1.04683 0.86584 1.41574
32.1 0.0612404 -1.04503 0.86494 -0.779489
32.2 0.147507 -1.03459 0.859653 0.0250631
32.3 0.233018 -1.01555 0.849773 -0.368115
32.4 0.317297 -0.988027 0.834942 0.666523
32.5 0.399825 -0.952154 0.814666 2.11879
32.6 0.480029 -0.908139 0.78836 2.18957
32.7 0.557275 -0.856246 0.755388 1.50526
32.8 0.630864 -0.796806 0.715127 -2.04284
32.9 0.700039 -0.730221 0.667034 1.5277
33 0.763996 -0.656972 0.610722 -0.56513
33.1 0.821904 -0.577623 0.546034 -2.3212
33.2 0.872928 -0.492821 0.473113 -1.88635
33.3 0.916268 -0.403294 0.39245 -1.30227
33.4 0.951189 -0.309848 0.304914 0.171015
33.5 0.977062 -0.213358 0.211743 -0.419275
33.6 0.993401 -0.114753 0.114502 -1.41125
33.7 0.999887 -0.0150059 0.0150054 -1.77446
33.8 0.996392 0.0848913 -0.0847893 -0.294613
33.9 0.982986 0.183942 -0.182906 0.778414
34 0.95993 0.281167 -0.277477 0.301545
34.1 0.927664 0.375621 -0.36685 -2.38298
34.2 0.886778 0.466412 -0.449684 -0.556908
34.3 0.837978 0.552712 -0.524998 -0.594885
34.4 0.78205 0.63377 -0.592187 0.338469
34.5 0.71982 0.708912 -0.651009 0.609548
34.6 0.652125 0.777552 -0.701537 1.31053
34.7 0.579778 0.839182 -0.744097 -0.6695
34.8 0.503554 0.893378 -0.779194 -0.237942
34.9 0.424168 0.939788 -0.807433 1.09993
35 0.342275 0.978128 -0.829453 -0.733616
35.1 0.258465 1.00818 -0.845862 -0.209661
35.2 0.173272 1.02978 -0.857183 0.557104
35.3 0.087184 1.0428 -0.86382 0.86403
35.4 0.000655436 1.0472 -0.866025 0.898615
35.5 -0.0858764 1.04293 -0.863886 0.509222
35.6 -0.171974 1.03004 -0.857318 0.928843
35.7 -0.257184 1.00857 -0.84607 -0.965479
35.8 -0.341019 0.978646 -0.829742 2.77599
35.9 -0.422946 0.940429 -0.807811 1.12752
36 -0.502374 0.89414 -0.779671 0.585357
36.1 -0.578652 0.840059 -0.744683 0.377326
36.2 -0.651062 0.778538 -0.702239 0.806914
36.3 -0.718834 0.710001 -0.651835 0.696542
36.4 -0.781153 0.634953 -0.59314 1.17462
36.5 -0.837183 0.55398 -0.526076 0.212059
36.6 -0.886096 0.467754 -0.450882 -0.100981
36.7 -0.927108 0.377024 -0.368156 -1.46545
36.8 -0.959509 0.282619 -0.278872 -0.581364
36.9 -0.982708 0.18543 -0.184369 0.794154
37 -0.996263 0.0863994 -0.0862919 -1.28719
37.1 -0.999909 -0.0134924 0.013492 1.85254
37.2 -0.993573 -0.11325 0.113008 2.34514
37.3 -0.977382 -0.211878 0.210297 0.738334
37.4 -0.951649 -0.308408 0.303542 -1.56712
37.5 -0.916861 -0.401906 0.391173 -0.140765
37.6 -0.873644 -0.491499 0.471948 -0.200789
37.7 -0.82273 -0.576378 0.544991 -1.02084
37.8 -0.76492 -0.655815 0.609805 0.902408
37.9 -0.701048 -0.72916 0.666244 0.460912
38 -0.631946 -0.79585 0.714459 -0.158613
38.1 -0.558418 -0.855402 0.754835 -0.684128
38.2 -0.481222 -0.907412 0.787912 1.40038
38.3 -0.401058 -0.951548 0.814315 -0.339579
38.4 -0.31856 -0.987545 0.834677 -3.33395
38.5 -0.234304 -1.0152 0.849587 0.044892
38.6 -0.148808 -1.03436 0.859538 1.02411
38.7 -0.0625496 -1.04494 0.864893 0.721955
38.8 0.0240242 -1.04686 0.865859 0.326725
38.9 0.110477 -1.04014 0.862473 -0.185524
39 0.19637 -1.02479 0.854604 0.253487
39.1 0.281239 -1.0009 0.841955 -1.22243
39.2 0.364587 -0.96859 0.824088 0.445034
39.3 0.445864 -0.928048 0.800452 -1.89325
39.4 0.524464 -0.879507 0.770425 -0.629443
39.5 0.599715 -0.823267 0.733371 0.88234
39.6 0.670884 -0.7597 0.688704 -0.666669
39.7 0.737186 -0.689252 0.63596 -0.764569
39.8 0.797798 -0.612452 0.574876 0.257303
39.9 0.851883 -0.52991 0.505456 0.00310961
40 0.898622 -0.44232 0.428038 0.847843
40.1 0.937247 -0.350456 0.343326 0.785674
40.2 0.96708 -0.255164 0.252404 1.12743
40.3 0.987568 -0.157352 0.156703 0.772014
40.4 0.998318 -0.0579753 0.0579428 -0.68244
40.5 0.999119 0.0419799 -0.0419675 1.29299
40.6 0.989953 0.141516 -0.141044 -0.227995
40.7 0.971002 0.239644 -0.237357 -1.64477
40.8 0.942632 0.335402 -0.329149 1.20854
40.9 0.905373 0.427874 -0.414938 -0.190537
41 0.859884 0.516203 -0.493581 0.262718
41.1 0.806921 0.599602 -0.564314 -0.104466
41.2 0.747298 0.677365 -0.626742 -1.06518
41.3 0.681851 0.748867 -0.680809 -0.401801
41.4 0.611408 0.813568 -0.726743 -1.69532
41.5 0.53676 0.871009 -0.764979 1.59977
41.6 0.458649 0.920805 -0.796089 1.51169
41.7 0.377758 0.962646 -0.820706 -0.504585
41.8 0.294704 0.996285 -0.839458 -0.435337
41.9 0.210043 1.02153 -0.852909 -2.10231
42 0.124283 1.03826 -0.86152 -1.08541
42.1 0.0378896 1.04637 -0.865611 -1.07486
42.2 -0.048694 1.04583 -0.86534 0.307094
42.3 -0.135033 1.03664 -0.860697 -2.31582
42.4 -0.220682 1.01884 -0.851503 1.26513
42.5 -0.30517 0.99254 -0.837417 0.376777
42.6 -0.387987 0.957866 -0.817966 1.89566
42.7 -0.468566 0.915017 -0.792573 0.13191
42.8 -0.546282 0.864248 -0.760608 2.24669
42.9 -0.620447 0.805879 -0.72144 2.31567
43 -0.690311 0.740302 -0.674511 0.942895
43.1 -0.755076 0.667987 -0.619407 0.553702
43.2 -0.813913 0.589485 -0.555933 -0.315223
43.3 -0.865987 0.50543 -0.484183 -0.216507
43.4 -0.910488 0.41654 -0.404598 -0.250893
43.5 -0.946672 0.323609 -0.317991 -1.01157
43.6 -0.973892 0.227504 -0.225547 -0.821841
43.7 -0.991637 0.129147 -0.128788 0.445488
43.8 -0.999565 0.0295042 -0.0294999 -0.909836
43.9 -0.997518 -0.0704332 0.070375 0.403391
44 -0.985536 -0.169668 0.168855 -0.84566
44.1 -0.963856 -0.267217 0.264048 1.0988
44.2 -0.932893 -0.36213 0.354267 -0.080576
44.3 -0.893216 -0.453505 0.438119 0.785138
44.4 -0.845516 -0.540505 0.514569 1.71469
44.5 -0.790571 -0.622367 0.58296 0.756552
44.6 -0.729203 -0.698405 0.642997 0.111556
44.7 -0.662249 -0.768021 0.694713 1.21547
44.8 -0.590528 -0.830696 0.738401 -2.06551
44.9 -0.51482 -0.885994 0.774544 1.17186
45 -0.435851 -0.933552 0.803738 -0.146895
45.1 -0.354283 -0.973078 0.826622 0.12337
45.2 -0.270717 -1.00434 0.843809 -1.61449
45.3 -0.185693 -1.02717 0.85584 -0.286294
45.4 -0.0997062 -1.04145 0.863137 -0.0726515
45.5 -0.0132142 -1.0471 0.865975 0.123762
45.6 0.0733441 -1.04409 0.864467 0.322806
45.7 0.159532 -1.03244 0.858553 -0.0140134
45.8 0.2449 -1.01221 0.848005 1.1196
45.9 0.328967 -0.983504 0.832444 0.583877
46 0.411205 -0.946477 0.811361 -0.051166
46.1 0.491035 -0.901343 0.784161 0.533302
46.2 0.567812 -0.848372 0.750205 -0.032917
46.3 0.64083 -0.787906 0.708878 -0.835281
46.4 0.709324 -0.720357 0.659653 0.441129
46.5 0.772485 -0.646219 0.602172 1.38985
46.6 0.829479 -0.566065 0.536315 -0.154473
46.7 0.879475 -0.480556 0.462272 -1.39386
46.8 0.921678 -0.39043 0.380586 -0.674321
46.9 0.955368 -0.296504 0.292179 -0.396167
47 0.979933 -0.199661 0.198337 -0.083058
47.1 0.994907 -0.100838 0.100667 0.046618
47.2 0.999999 -0.00100911 0.00100911 -1.98696
47.3 0.995108 0.0988294 -0.0986686 0.123416
47.4 0.980331 0.197683 -0.196398 1.07382
47.5 0.955956 0.294575 -0.290334 -0.720758
47.6 0.922445 0.388569 -0.378865 -0.650909
47.7 0.880406 0.47878 -0.460697 -0.0893116
47.8 0.83056 0.56439 -0.534901 0.109105
47.9 0.773699 0.644658 -0.600925 -1.11313
48 0.710654 0.718924 -0.658575 0.493426
48.1 0.64226 0.786611 -0.707964 0.999229
48.2 0.569325 0.847225 -0.749446 -0.735086
48.3 0.492617 0.90035 -0.783545 0.178254
48.4 0.412842 0.945646 -0.810875 -0.797693
48.5 0.330646 0.982838 -0.832075 1.00644
48.6 0.246612 1.01171 -0.847742 -0.805476
48.7 0.161265 1.03212 -0.858387 -0.985007
48.8 0.0750887 1.04394 -0.864392 0.321356
48.9 -0.0114665 1.04712 -0.865988 1.63733
49 -0.0979641 1.04165 -0.863237 -0.54036
49.1 -0.183966 1.02755 -0.856033 0.865994
49.2 -0.269013 1.00489 -0.844101 -0.782072
49.3 -0.352614 0.973791 -0.827023 -0.272213
49.4 -0.434228 0.93443 -0.80426 -0.128815
49.5 -0.513257 0.887031 -0.7752 -1.10247
49.6 -0.589037 0.831887 -0.739203 0.293684
49.7 -0.660846 0.769356 -0.695673 -1.36937
49.8 -0.727904 0.699876 -0.644123 -1.42313
49.9 -0.789393 0.623961 -0.584254 0.503652
50 -0.844476 0.542211 -0.516031 0.51635
50.1 -0.89233 0.455307 -0.439738 -0.105787
50.2 -0.932176 0.364012 -0.356026 -0.245541
50.3 -0.963322 0.269162 -0.265923 0.0793005
50.4 -0.985194 0.171657 -0.170815 -1.19389
50.5 -0.997373 0.0724463 -0.0723829 0.313147
50.6 -0.999622 -0.0274868 0.0274833 0.619649
50.7 -0.991895 -0.127145 0.126803 -0.884878
50.8 -0.974345 -0.225538 0.223631 0.916236
50.9 -0.947312 -0.321698 0.316178 -0.697781
51 -0.911303 -0.414701 0.402917 0.925436
51.1 -0.866962 -0.503681 0.482653 0.0698565
51.2 -0.815034 -0.587841 0.554566 -0.346704
51.3 -0.756325 -0.666462 0.618209 -0.0234008
51.4 -0.691672 -0.738908 0.673481 0.485017
51.5 -0.621902 -0.804626 0.720571 0.838986
51.6 -0.547817 -0.863144 0.75989 -0.294285
51.7 -0.470165 -0.91407 0.791995 0.763373
51.8 -0.389637 -0.957081 0.817514 -1.33518
51.9 -0.30686 -0.991923 0.837079 -1.55085
52 -0.2224 -1.0184 0.851268 1.3044
52.1 -0.13677 -1.03636 0.860558 -2.17848
52.2 -0.0504404 -1.04573 0.86529 -0.20481
52.3 0.0361426 -1.04644 0.865648 -0.613585
52.4 0.122544 -1.03851 0.861647 -0.49215
52.5 0.208322 -1.02196 0.85313 2.06267
52.6 0.293009 -0.996878 0.83978 0.630286
52.7 0.376101 -0.963407 0.821141 0.930166
52.8 0.457042 -0.921729 0.796648 1.56625
52.9 0.535215 -0.87209 0.765675 -0.672252
53 0.60994 -0.814801 0.727589 0.64262
53.1 0.680476 -0.750242 0.681816 1.16528
53.2 0.746032 -0.678872 0.627915 -0.385974
53.3 0.80578 -0.601229 0.565656 -1.46888
53.4 0.858886 -0.517937 0.495089 -0.581394
53.5 0.904534 -0.429701 0.416599 -0.0310256
53.6 0.941966 -0.337304 0.330944 -0.202662
53.7 0.970521 -0.241603 0.23926 0.873273
