#t p q a dW
53.8 0.989666 -0.143514 0.143022 1.20558
53.9 0.999032 -0.0439962 0.043982 1.55066
54 0.998433 0.0559604 -0.0559312 1.07806
54.1 0.987883 0.155359 -0.154734 -1.17572
54.2 0.967588 0.253212 -0.250515 2.36668
54.3 0.937938 0.348564 -0.341549 0.0590415
54.4 0.899484 0.440506 -0.426397 -0.388758
54.5 0.852902 0.52819 -0.503971 0.290389
54.6 0.798957 0.610841 -0.573556 1.93205
54.7 0.738469 0.687763 -0.63481 -0.262442
54.8 0.672273 0.758344 -0.68772 1.19981
54.9 0.601194 0.822055 -0.732546 1.72964
55 0.526018 0.878447 -0.769748 0.179088
55.1 0.447479 0.927147 -0.799911 -0.0181074
55.2 0.36625 0.967853 -0.82367 -0.314195
55.3 0.282938 1.00033 -0.841648 1.48244
55.4 0.198094 1.02439 -0.854397 1.8653
55.5 0.112218 1.03991 -0.86236 1.28038
55.6 0.0257717 1.04681 -0.865834 -0.804154
55.7 -0.060804 1.04506 -0.864956 -1.06059
55.8 -0.147073 1.03466 -0.859691 0.418299
55.9 -0.232589 1.01567 -0.849835 0.0571208
56 -0.316876 0.988187 -0.83503 1.11593
56.1 -0.399414 0.952355 -0.814783 -1.21106
56.2 -0.479631 0.908381 -0.788509 0.53571
56.3 -0.556894 0.856527 -0.755572 -0.389734
56.4 -0.630503 0.797124 -0.715349 0.261339
56.5 -0.699702 0.730574 -0.667297 -0.831957
56.6 -0.763688 0.657357 -0.611027 -0.96505
56.7 -0.821628 0.578038 -0.546382 0.761566
56.8 -0.872689 0.493261 -0.473501 -1.50196
56.9 -0.91607 0.403756 -0.392875 -1.17567
57 -0.951035 0.310328 -0.305371 -0.976984
57.1 -0.976955 0.213851 -0.212224 -0.557825
57.2 -0.993343 0.115255 -0.115 -0.675642
57.3 -0.99988 0.0155104 -0.0155098 -0.17658
57.4 -0.996435 -0.0843885 0.0842884 -2.11701
57.5 -0.983078 -0.183446 0.182419 0.521262
57.6 -0.960069 -0.280682 0.277011 0.198383
57.7 -0.927849 -0.375153 0.366415 0.184467
57.8 -0.887005 -0.465964 0.449285 0.841466
57.9 -0.838243 -0.55229 0.524638 -0.167686
58 -0.782348 -0.633375 0.591869 -0.0557992
58.1 -0.720148 -0.708549 0.650733 2.52209
58.2 -0.652479 -0.777223 0.701302 -0.498551
58.3 -0.580154 -0.83889 0.743902 -0.198218
58.4 -0.503947 -0.893124 0.779034 -0.632627
58.5 -0.424576 -0.939574 0.807307 -0.327694
58.6 -0.342693 -0.977956 0.829357 0.337112
58.7 -0.258891 -1.00805 0.845792 -0.687724
58.8 -0.173704 -1.02969 0.857138 -1.79785
58.9 -0.0876198 -1.04276 0.863798 -1.72934
59 -0.00109239 -1.0472 0.866025 -0.274135
59.1 0.0854405 -1.04298 0.863908 1.405
59.2 0.171542 -1.03012 0.857362 1.19377
59.3 0.256757 -1.0087 0.846139 0.0864979
59.4 0.3406 -0.978817 0.829838 -0.876912
59.5 0.422538 -0.940642 0.807937 -1.65052
59.6 0.501981 -0.894393 0.779829 -0.094698
59.7 0.578276 -0.840351 0.744877 -1.81128
59.8 0.650708 -0.778866 0.702473 -0.0981409
59.9 0.718505 -0.710364 0.65211 -0.857063
60 0.780853 -0.635347 0.593457 -0.568321
60.1 0.836917 -0.554403 0.526436 -0.350981
60.2 0.885869 -0.468201 0.451281 0.179441
60.3 0.926922 -0.377492 0.36859 0.950581
60.4 0.959368 -0.283103 0.279337 -0.299194
60.5 0.982614 -0.185925 0.184856 -1.17428
60.6 0.996219 -0.086902 0.0867927 -0.441761
60.7 0.999916 0.0129879 -0.0129876 -0.0245254
60.8 0.99363 0.112748 -0.112509 -0.820675
60.9 0.977488 0.211385 -0.209815 0.91169
61 0.951802 0.307928 -0.303084 0.330015
61.1 0.917058 0.401444 -0.390748 -0.56218
61.2 0.873882 0.491058 -0.471559 -0.423666
61.3 0.823004 0.575963 -0.544643 1.81627
61.4 0.765228 0.655429 -0.609499 1.08967
61.5 0.701384 0.728807 -0.66598 0.651638
61.6 0.632306 0.795531 -0.714236 1.32278
61.7 0.558799 0.85512 -0.75465 -0.84139
61.8 0.48162 0.907169 -0.787763 0.192927
61.9 0.401469 0.951345 -0.814197 -1.01703
62 0.318982 0.987385 -0.834588 0.918651
62.1 0.234733 1.01508 -0.849524 -0.655086
62.2 0.149242 1.03429 -0.8595 -0.471661
62.3 0.0629859 1.04491 -0.864877 0.95328
62.4 -0.0235873 1.04688 -0.865865 0.0123646
62.5 -0.110042 1.04019 -0.862501 1.20571
62.6 -0.195938 1.02489 -0.854655 1.08076
62.7 -0.280814 1.00104 -0.842032 -1.54337
62.8 -0.364171 0.968774 -0.824192 1.1414
62.9 -0.44546 0.928273 -0.800586 -1.48924
63 -0.524075 0.879771 -0.770593 -0.181605
63.1 -0.599345 0.823569 -0.733576 0.058526
63.2 -0.670537 0.760038 -0.688949 0.213341
63.3 -0.736865 0.689624 -0.636247 -0.169654
63.4 -0.797508 0.612855 -0.575205 1.68573
63.5 -0.851628 0.53034 -0.505827 0.980442
63.6 -0.898406 0.442774 -0.428447 1.19352
63.7 -0.937074 0.350929 -0.343771 -1.10286
63.8 -0.966953 0.255652 -0.252876 0.653525
63.9 -0.987489 0.15785 -0.157196 -0.657836
64 -0.998289 0.058479 -0.0584457 0.192027
64.1 -0.99914 -0.0414757 0.0414639 -0.142583
64.2 -0.990024 -0.141017 0.14055 -0.436986
64.3 -0.971122 -0.239154 0.236881 -0.280111
64.4 -0.942798 -0.334927 0.3287 -0.466518
64.5 -0.905582 -0.427417 0.414522 -0.434549
64.6 -0.860132 -0.515769 0.493204 -2.32527
64.7 -0.807205 -0.599194 0.563977 -0.856923
64.8 -0.747614 -0.676988 0.626448 0.621029
64.9 -0.682195 -0.748523 0.680557 -1.67376
65 -0.611774 -0.81326 0.726531 -0.362159
65.1 -0.537145 -0.870738 0.764804 -0.0523277
65.2 -0.459051 -0.920573 0.795949 -0.887971
65.3 -0.378172 -0.962455 0.820597 1.00616
65.4 -0.295127 -0.996136 0.839377 0.731897
65.5 -0.210473 -1.02143 0.852854 1.1174
65.6 -0.124718 -1.03819 0.861488 -1.27971
65.7 -0.0383264 -1.04635 0.865601 -0.118073
65.8 0.0482574 -1.04585 0.865352 -0.324867
65.9 0.134599 -1.03671 0.860732 0.958718
66 0.220252 -1.01896 0.851561 0.535027
66.1 0.304748 -0.992694 0.837501 -0.787599
66.2 0.387574 -0.958062 0.818078 -0.34811
66.3 0.468166 -0.915254 0.792717 0.728428
66.4 0.545898 -0.864524 0.760786 0.218524
66.5 0.620083 -0.806192 0.721656 -0.139636
66.6 0.689971 -0.74065 0.674768 1.59379
66.7 0.754764 -0.668368 0.619706 -0.0646053
66.8 0.813633 -0.589895 0.556274 0.219804
66.9 0.865742 -0.505867 0.484566 2.09323
67 0.910284 -0.416999 0.405018 0.539911
67.1 0.946511 -0.324087 0.318443 1.08009
67.2 0.973778 -0.227996 0.226025 -0.583234
67.3 0.991572 -0.129647 0.129284 -1.07571
67.4 0.99955 -0.0300085 0.030004 -1.61631
67.5 0.997553 0.0699299 -0.0698729 0.327161
67.6 0.985621 0.169171 -0.168365 -0.9136
67.7 0.963989 0.266731 -0.263579 -0.265739
67.8 0.933071 0.361659 -0.353826 2.07064
67.9 0.893437 0.453054 -0.437714 1.21216
68 0.845776 0.540079 -0.514203 0.743489
68.1 0.790865 0.621968 -0.582636 1.95515
68.2 0.729527 0.698037 -0.642715 0.723708
68.3 0.6626 0.767687 -0.694473 0.964223
68.4 0.590901 0.830398 -0.7382 0.868751
68.5 0.515211 0.885734 -0.77438 0.330437
68.6 0.436257 0.933332 -0.803607 -1.15107
68.7 0.3547 0.972899 -0.826521 -0.434878
68.8 0.271142 1.00421 -0.843736 0.290269
68.9 0.186125 1.02708 -0.855791 1.28223
69 0.100142 1.0414 -0.863111 -1.8141
69.1 0.0136512 1.04709 -0.865972 0.141541
69.2 -0.0729079 1.04413 -0.864486 -1.59891
69.3 -0.159099 1.03252 -0.858594 1.324
69.4 -0.244472 1.01233 -0.848071 -0.0905502
69.5 -0.328546 0.98367 -0.832536 -0.626427
69.6 -0.410796 0.946685 -0.811483 -0.113618
69.7 -0.490639 0.90159 -0.784315 0.28978
69.8 -0.567434 0.848659 -0.750394 0.249343
69.9 -0.640472 0.788229 -0.709106 -1.13322
70 -0.708991 0.720715 -0.659922 -0.372717
70.1 -0.772181 0.646608 -0.602483 0.537558
70.2 -0.829208 0.566484 -0.536668 1.57231
70.3 -0.879242 0.481 -0.462666 0.936861
70.4 -0.921486 0.390895 -0.381016 0.17246
70.5 -0.95522 0.296986 -0.29264 -0.403438
70.6 -0.979832 0.200155 -0.198822 -0.114906
70.7 -0.994856 0.10134 -0.101166 0.417334
70.8 -0.999999 0.00151366 -0.00151366 0.36801
70.9 -0.995158 -0.0983273 0.0981689 0.148843
71 -0.98043 -0.197188 0.195913 -1.97232
71.1 -0.956102 -0.294093 0.289872 -1.42881
71.2 -0.922636 -0.388104 0.378434 0.516812
71.3 -0.880639 -0.478336 0.460302 0.335798
71.4 -0.83083 -0.563971 0.534547 -0.143215
71.5 -0.774002 -0.644268 0.600613 0.0214214
71.6 -0.710987 -0.718565 0.658305 -0.638116
71.7 -0.642617 -0.786287 0.707735 -0.90542
71.8 -0.569704 -0.846937 0.749256 0.237711
71.9 -0.493012 -0.900102 0.78339 1.40935
72 -0.413251 -0.945438 0.810753 -0.174333
72.1 -0.331066 -0.982671 0.831982 -0.464565
72.2 -0.247039 -1.01159 0.847676 -0.217092
72.3 -0.161698 -1.03204 0.858345 1.44272
72.4 -0.0755248 -1.0439 0.864373 0.238179
72.5 0.0110296 -1.04713 0.86599 0.0538437
72.6 0.0975286 -1.0417 0.863262 0.381114
72.7 0.183534 -1.02764 0.856081 -0.437548
72.8 0.268587 -1.00502 0.844174 -1.55142
72.9 0.352197 -0.973969 0.827123 0.297149
73 0.433823 -0.934649 0.804391 -0.548585
73.1 0.512865 -0.88729 0.775363 -0.524196
73.2 0.588664 -0.832184 0.739403 -0.71457
73.3 0.660495 -0.76969 0.695912 0.160804
73.4 0.727579 -0.700243 0.644404 0.666915
73.5 0.789098 -0.624359 0.584578 0.151692
73.6 0.844216 -0.542637 0.516396 -0.305855
73.7 0.892108 -0.455757 0.440142 -0.67841
73.8 0.931996 -0.364482 0.356465 -0.953336
73.9 0.963187 -0.269648 0.266392 -0.894688
74 0.985107 -0.172154 0.171305 2.16568
74.1 0.997337 -0.0729495 0.0728848 0.0147425
74.2 0.999636 0.0269824 -0.0269791 -0.59776
74.3 0.991959 0.126645 -0.126307 -0.0706864
74.4 0.974458 0.225047 -0.223152 0.532912
74.5 0.947471 0.32122 -0.315725 -1.04516
74.6 0.911506 0.414241 -0.402496 -2.17307
74.7 0.867206 0.503243 -0.482269 1.61559
74.8 0.815314 0.587429 -0.554223 -0.422758
74.9 0.756637 0.66608 -0.617909 -0.201521
75 0.692011 0.738559 -0.673223 0.538368
75.1 0.622266 0.804312 -0.720353 -0.430559
75.2 0.5482 0.862868 -0.75971 1.2798
75.3 0.470564 0.913833 -0.79185 0.334318
75.4 0.390049 0.956885 -0.817401 -0.785687
75.5 0.307283 0.991768 -0.836995 -0.352835
75.6 0.22283 1.01829 -0.851209 -0.0666331
75.7 0.137204 1.03629 -0.860523 1.4379
75.8 0.050877 1.0457 -0.865277 0.530758
75.9 -0.0357058 1.04646 -0.865657 -1.04444
76 -0.122109 1.03857 -0.861678 0.370196
76.1 -0.207891 1.02206 -0.853185 -0.171787
76.2 -0.292585 0.997025 -0.83986 -1.79501
76.3 -0.375687 0.963596 -0.821249 -0.283982
76.4 -0.45664 0.92196 -0.796787 1.74177
76.5 -0.534829 0.87236 -0.765849 -0.404554
76.6 -0.609573 0.815109 -0.7278 -0.96029
76.7 -0.680132 0.750585 -0.682067 -1.16381
76.8 -0.745715 0.679248 -0.628208 -1.1888
76.9 -0.805495 0.601636 -0.565992 1.41942
77 -0.858636 0.51837 -0.495465 -0.0917878
77.1 -0.904323 0.430157 -0.417013 0.421555
77.2 -0.941799 0.337779 -0.331393 1.4091
77.3 -0.9704 0.242093 -0.239735 0.198113
77.4 -0.989594 0.144013 -0.143516 -2.73766
77.5 -0.99901 0.0445003 -0.0444856 -0.259974
77.6 -0.998461 -0.0554566 0.0554282 -1.27498
77.7 -0.987961 -0.15486 0.154242 0.151505
77.8 -0.967714 -0.252724 0.250042 0.228084
77.9 -0.938111 -0.348091 0.341104 0.394435
78 -0.899699 -0.440052 0.425987 -0.140412
78.1 -0.853156 -0.52776 0.503599 0.539147
78.2 -0.799246 -0.610438 0.573226 -0.0232985
78.3 -0.738789 -0.687391 0.634522 0.855406
78.4 -0.67262 -0.758005 0.687474 -0.726673
78.5 -0.601564 -0.821752 0.73234 -2.29329
78.6 -0.526407 -0.878181 0.769579 -0.22222
78.7 -0.447883 -0.926921 0.799775 -0.283059
78.8 -0.366665 -0.967668 0.823565 1.73868
78.9 -0.283363 -1.00018 0.841571 -0.262945
79 -0.198525 -1.02429 0.854345 1.86865
79.1 -0.112653 -1.03986 0.862331 0.322324
79.2 -0.0262085 -1.0468 0.865827 0.0646072
79.3 0.0603675 -1.04509 0.864971 -0.382684
79.4 0.14664 -1.03474 0.859728 0.155333
79.5 0.23216 -1.01579 0.849897 -0.12519
79.6 0.316454 -0.988346 0.835118 1.69177
79.7 0.399003 -0.952557 0.8149 0.277097
79.8 0.479233 -0.908623 0.788658 0.138908
79.9 0.556512 -0.856808 0.755756 0.415427
80 0.630142 -0.797442 0.715572 0.953176
80.1 0.699366 -0.730927 0.66756 0.061527
80.2 0.76338 -0.657743 0.611332 1.77555
80.3 0.821352 -0.578452 0.546729 0.873718
80.4 0.87245 -0.493701 0.473888 1.05262
80.5 0.915871 -0.404218 0.3933 -0.2455
80.6 0.950881 -0.310808 0.305828 0.0147911
80.7 0.976848 -0.214343 0.212706 0.612002
80.8 0.993285 -0.115756 0.115497 0.0382259
80.9 0.999872 -0.0160149 0.0160142 -0.00540024
81 0.996477 0.0838857 -0.0837874 -0.283812
81.1 0.98317 0.18295 -0.181931 0.219912
81.2 0.960209 0.280198 -0.276546 -0.364641
81.3 0.928034 0.374684 -0.365979 0.745943
81.4 0.887231 0.465517 -0.448885 -1.61652
81.5 0.838508 0.551867 -0.524278 -1.4076
81.6 0.782647 0.63298 -0.59155 -1.06187
81.7 0.720477 0.708186 -0.650457 0.0224903
81.8 0.652832 0.776893 -0.701067 -1.45869
81.9 0.580529 0.838597 -0.743706 0.75776
82 0.50434 0.89287 -0.778875 0.219866
82.1 0.424983 0.939359 -0.80718 -0.143025
82.2 0.343112 0.977783 -0.82926 -0.648896
82.3 0.259318 1.00792 -0.845723 0.822835
82.4 0.174137 1.0296 -0.857093 -0.7492
82.5 0.0880557 1.04272 -0.863776 -0.0737908
82.6 0.00152935 1.0472 -0.866025 0.631645
82.7 -0.0850046 1.04302 -0.863929 -0.00660159
82.8 -0.171109 1.03021 -0.857407 -0.546253
82.9 -0.25633 1.00883 -0.846208 0.525564
83 -0.340182 0.978989 -0.829934 1.05898
83.1 -0.422131 0.940855 -0.808062 -0.377869
83.2 -0.501587 0.894646 -0.779988 0.789986
83.3 -0.5779 0.840643 -0.745072 -0.392974
83.4 -0.650353 0.779195 -0.702707 -0.645777
83.5 -0.718176 0.710726 -0.652384 -2.10924
83.6 -0.780554 0.635741 -0.593774 -1.30499
83.7 -0.836651 0.554825 -0.526794 -0.203972
83.8 -0.885641 0.468648 -0.45168 1.30405
83.9 -0.926736 0.37796 -0.369025 -0.0269919
84 -0.959227 0.283587 -0.279802 -0.564463
84.1 -0.982521 0.186421 -0.185343 0.917535
84.2 -0.996175 0.0874047 -0.0872934 0.0110188
84.3 -0.999922 -0.0124834 0.0124831 0.643614
84.4 -0.993687 -0.112247 0.112011 -0.865121
84.5 -0.977594 -0.210892 0.209332 -0.211531
84.6 -0.951955 -0.307447 0.302627 0.151638
84.7 -0.917255 -0.400981 0.390322 -0.45877
84.8 -0.874119 -0.490617 0.47117 -0.666573
84.9 -0.823279 -0.575548 0.544294 1.12053
85 -0.765535 -0.655043 0.609193 -1.01494
85.1 -0.70172 -0.728453 0.665716 1.6639
85.2 -0.632666 -0.795212 0.714012 -0.858619
85.3 -0.559179 -0.854838 0.754465 1.02717
85.4 -0.482017 -0.906926 0.787613 -0.390324
85.5 -0.401879 -0.951142 0.81408 1.08885
85.6 -0.319403 -0.987224 0.834499 -0.699398
85.7 -0.235161 -1.01496 0.849462 -1.44476
85.8 -0.149676 -1.03421 0.859461 -0.662852
85.9 -0.0634223 -1.04487 0.864861 -0.955753
86 0.0231504 -1.04689 0.865871 -0.676634
86.1 0.109607 -1.04025 0.86253 1.99298
86.2 0.195507 -1.02499 0.854707 0.0098929
86.3 0.280389 -1.00118 0.842108 1.81582
86.4 0.363755 -0.968958 0.824296 -1.60486
86.5 0.445056 -0.928498 0.800721 -0.841743
86.6 0.523686 -0.880036 0.770762 0.316765
86.7 0.598975 -0.823872 0.733782 -2.7438
86.8 0.670189 -0.760376 0.689194 -0.199448
86.9 0.736544 -0.689996 0.636534 -0.50578
87 0.797218 -0.613257 0.575534 0.105126
87.1 0.851373 -0.53077 0.506197 1.35225
87.2 0.89819 -0.443227 0.428857 -0.0228773
87.3 0.9369 -0.351402 0.344214 0.580591
87.4 0.966825 -0.25614 0.253348 -0.65267
87.5 0.98741 -0.158348 0.157688 0.956036
87.6 0.99826 -0.0589827 0.0589485 0.782205
87.7 0.99916 0.0409716 -0.0409602 -0.456509
87.8 0.990095 0.140517 -0.140055 3.22348
87.9 0.971241 0.238664 -0.236405 -0.904991
88 0.942964 0.334451 -0.328251 -0.263897
88.1 0.905791 0.42696 -0.414106 -1.52841
88.2 0.860381 0.515335 -0.492826 1.96621
88.3 0.80749 0.598787 -0.563641 -2.97542
88.4 0.74793 0.67661 -0.626154 0.028219
88.5 0.682538 0.748179 -0.680305 -0.03807
88.6 0.612141 0.812951 -0.726319 1.6713
88.7 0.537531 0.870467 -0.76463 -1.50675
88.8 0.459453 0.920342 -0.795809 0.0764228
88.9 0.378586 0.962264 -0.820488 -0.468975
89 0.295551 0.995987 -0.839296 -0.846085
89.1 0.210904 1.02132 -0.852799 -1.42036
89.2 0.125152 1.03813 -0.861456 -0.549475
89.3 0.0387631 1.04633 -0.865591 1.04476
89.4 -0.0478208 1.04588 -0.865364 1.12538
89.5 -0.134164 1.03677 -0.860767 -2.20087
89.6 -0.219823 1.01907 -0.851619 -1.00125
89.7 -0.304325 0.992848 -0.837585 -1.07352
89.8 -0.387161 0.958257 -0.818191 0.348499
89.9 -0.467766 0.91549 -0.792861 -0.413206
90 -0.545514 0.864799 -0.760965 0.94598
90.1 -0.619719 0.806505 -0.721873 0.388433
90.2 -0.68963 0.740998 -0.675025 -0.799431
90.3 -0.754451 0.668749 -0.620005 -0.313879
90.4 -0.813352 0.590306 -0.556615 0.872169
90.5 -0.865498 0.506303 -0.484948 0.280283
90.6 -0.91008 0.417458 -0.405438 1.15889
90.7 -0.946351 0.324565 -0.318896 0.287985
90.8 -0.973663 0.228487 -0.226504 1.12065
90.9 -0.991507 0.130148 -0.129781 -0.0676201
91 -0.999534 0.0305128 -0.0305081 0.125086
91.1 -0.997588 -0.0694266 0.0693708 -0.0499115
91.2 -0.985706 -0.168673 0.167875 -0.785177
91.3 -0.964122 -0.266244 0.26311 -0.15222
91.4 -0.93325 -0.361188 0.353386 -0.344489
91.5 -0.893657 -0.452603 0.437308 0.85721
91.6 -0.846035 -0.539652 0.513837 0.42997
91.7 -0.791159 -0.621569 0.582311 -0.838291
91.8 -0.729852 -0.697669 0.642433 -0.703973
91.9 -0.66295 -0.767352 0.694232 -0.276051
92 -0.591273 -0.8301 0.737999 0.830108
92.1 -0.515602 -0.885474 0.774215 -0.669318
92.2 -0.436662 -0.933112 0.803476 3.13439
92.3 -0.355117 -0.97272 0.82642 -0.95312
92.4 -0.271568 -1.00407 0.843662 -1.28865
92.5 -0.186557 -1.02698 0.855743 -0.257206
92.6 -0.100577 -1.04135 0.863086 1.32422
92.7 -0.0140881 -1.04708 0.865968 1.42196
92.8 0.0724717 -1.04416 0.864504 -0.0606077
92.9 0.158666 -1.0326 0.858635 -0.70634
93 0.244045 -1.01246 0.848136 -0.554529
93.1 0.328126 -0.983835 0.832628 0.32946
93.2 0.410386 -0.946892 0.811604 -0.264519
93.3 0.490243 -0.901838 0.784468 -0.630499
93.4 0.567055 -0.848945 0.750584 -0.46379
93.5 0.640115 -0.788552 0.709333 -0.71918
93.6 0.708658 -0.721072 0.66019 -0.947806
93.7 0.771877 -0.646998 0.602794 0.877254
93.8 0.828937 -0.566902 0.537021 -2.08405
93.9 0.879008 -0.481443 0.463059 -0.479867
94 0.921294 -0.39136 0.381446 -0.580632
94.1 0.955072 -0.297468 0.2931 -0.182683
94.2 0.979732 -0.20065 0.199306 1.19494
94.3 0.994805 -0.101841 0.101666 0.915198
94.4 0.999998 -0.00201822 0.00201822 -0.628837
94.5 0.995207 0.0978252 -0.0976692 0.459657
94.6 0.980529 0.196693 -0.195428 -3.05847
94.7 0.956248 0.293611 -0.28941 0.977218
94.8 0.922827 0.387638 -0.378003 1.7671
94.9 0.880871 0.477891 -0.459908 0.590227
95 0.831099 0.563552 -0.534192 0.610613
95.1 0.774305 0.643877 -0.600301 0.850188
95.2 0.711319 0.718207 -0.658035 -0.0582205
95.3 0.642974 0.785962 -0.707506 -0.32096
95.4 0.570082 0.84665 -0.749065 -0.527336
95.5 0.493407 0.899853 -0.783235 0.0095185
95.6 0.41366 0.945229 -0.810631 -0.984245
95.7 0.331486 0.982504 -0.83189 0.403906
95.8 0.247467 1.01146 -0.84761 1.87726
95.9 0.162131 1.03195 -0.858303 1.14789
96 0.0759609 1.04386 -0.864353 0.203039
96.1 -0.0105926 1.04713 -0.865993 -0.761334
96.2 -0.097093 1.04175 -0.863287 0.466413
96.3 -0.183102 1.02773 -0.856128 -0.143517
96.4 -0.268161 1.00516 -0.844246 -0.741359
96.5 -0.35178 0.974146 -0.827223 -0.98784
96.6 -0.433417 0.934868 -0.80452 0.435471
96.7 -0.512474 0.887549 -0.775527 1.50618
96.8 -0.588291 0.832481 -0.739603 0.606584
96.9 -0.660144 0.770023 -0.696152 0.826156
97 -0.727254 0.70061 -0.644684 -0.9389
97.1 -0.788803 0.624757 -0.5849 0.787866
97.2 -0.843955 0.543063 -0.51676 1.10671
97.3 -0.891886 0.456207 -0.440546 -1.08117
97.4 -0.931816 0.364952 -0.356905 0.192277
97.5 -0.963053 0.270134 -0.26686 -0.0218458
97.6 -0.985021 0.172651 -0.171794 1.12369
97.7 -0.9973 0.0734527 -0.0733867 -1.05865
97.8 -0.999649 -0.026478 0.0264749 0.216372
97.9 -0.992023 -0.126144 0.12581 0.124798
98 -0.97457 -0.224555 0.222672 0.863381
98.1 -0.94763 -0.320742 0.315271 -0.239313
98.2 -0.911709 -0.413781 0.402074 0.296892
98.3 -0.867449 -0.502806 0.481886 -0.74022
98.4 -0.815593 -0.587018 0.553881 -0.996565
98.5 -0.756949 -0.665698 0.617608 -0.568252
98.6 -0.692351 -0.738209 0.672964 -0.162643
98.7 -0.622629 -0.803998 0.720136 0.463786
98.8 -0.548583 -0.862591 0.759531 0.798468
98.9 -0.470964 -0.913595 0.791705 1.68048
99 -0.390462 -0.956688 0.817287 0.0447161
99.1 -0.307705 -0.991613 0.83691 -0.675291
99.2 -0.223259 -1.01817 0.85115 -0.601393
99.3 -0.137638 -1.03623 0.860487 -0.297475
99.4 -0.0513136 -1.04568 0.865264 0.823345
99.5 0.035269 -1.04648 0.865666 -1.19955
99.6 0.121675 -1.03863 0.861709 1.13858
99.7 0.207461 -1.02217 0.853239 -0.386115
99.8 0.292162 -0.997173 0.83994 -0.37676
99.9 0.375273 -0.963786 0.821357 -1.26495
#***********************
# Npart = 8
# U0 = 1
# T1 = 1
# T2 = 0
# timeSteps = 100000
# timeDim = 1000
# gamma1 = 1
# gamma2 = 1
# alpha = 0
# job_id = 0
# printTVR = 0
# basename = N_00008__U0_1.00__T1_1.0__T2_0.00__A_0.00__id_00000
# time seed = 1447555310
# dt = 0.001
# dt2 = 1e-06
# HB01 seed01_1 = 1804289383
# HB01 seed01_2 = 846930886
# HB02 seed02_1 = 1681692777
# HB02 seed02_2 = 1714636915
#***********************
