#t p q a dW Et
173.01 -0.5794 1.40215 -0.985812 0 1
173.02 -0.589253 1.3963 -0.984815 -0 1
173.03 -0.599096 1.39036 -0.983766 0 1
173.04 -0.608928 1.38432 -0.982664 -0 1
173.05 -0.618749 1.37818 -0.981507 -0 1
173.06 -0.628558 1.37195 -0.980294 -0 1
173.07 -0.638355 1.36561 -0.979023 -0 1
173.08 -0.648138 1.35918 -0.977692 0 1
173.09 -0.657908 1.35265 -0.9763 0 1
173.1 -0.667664 1.34602 -0.974844 -0 1
173.11 -0.677405 1.3393 -0.973323 -0 1
173.12 -0.68713 1.33247 -0.971735 -0 1
173.13 -0.69684 1.32555 -0.970078 0 1
173.14 -0.706532 1.31854 -0.968351 -0 1
173.15 -0.716206 1.31142 -0.966551 -0 1
173.16 -0.725862 1.30421 -0.964676 0 1
173.17 -0.7355 1.29691 -0.962726 -0 1
173.18 -0.745117 1.2895 -0.960697 0 1
173.19 -0.754713 1.282 -0.958588 -0 1
173.2 -0.764288 1.27441 -0.956398 0 1
173.21 -0.773841 1.26672 -0.954123 -0 1
173.22 -0.78337 1.25893 -0.951763 -0 1
173.23 -0.792876 1.25105 -0.949315 0 1
173.24 -0.802356 1.24307 -0.946778 0 1
173.25 -0.811811 1.235 -0.944149 -0 1
173.26 -0.821239 1.22684 -0.941427 -0 1
173.27 -0.830639 1.21858 -0.93861 0 1
173.28 -0.840011 1.21022 -0.935695 0 1
173.29 -0.849353 1.20178 -0.932682 -0 1
173.3 -0.858664 1.19324 -0.929567 0 1
173.31 -0.867944 1.1846 -0.92635 -0 1
173.32 -0.877191 1.17588 -0.923028 0 1
173.33 -0.886404 1.16706 -0.9196 -0 1
173.34 -0.895583 1.15815 -0.916063 -0 1
173.35 -0.904725 1.14915 -0.912416 -0 1
173.36 -0.91383 1.14006 -0.908657 0 1
173.37 -0.922898 1.13087 -0.904784 0 1
173.38 -0.931926 1.1216 -0.900796 0 1
173.39 -0.940913 1.11223 -0.89669 0 1
173.4 -0.949859 1.10278 -0.892465 -0 1
173.41 -0.958762 1.09324 -0.88812 -0 1
173.42 -0.967621 1.08361 -0.883652 -0 1
173.43 -0.976435 1.07389 -0.879059 -0 1
173.44 -0.985202 1.06408 -0.874341 -0 1
173.45 -0.993921 1.05418 -0.869496 -0 1
173.46 -1.00259 1.0442 -0.864522 0 1
173.47 -1.01121 1.03413 -0.859418 0 1
173.48 -1.01978 1.02397 -0.854182 0 1
173.49 -1.02829 1.01373 -0.848812 0 1
173.5 -1.03676 1.00341 -0.843308 0 1
173.51 -1.04516 0.993 -0.837668 -0 1
173.52 -1.05351 0.982506 -0.831891 -0 1
173.53 -1.0618 0.97193 -0.825975 0 1
173.54 -1.07003 0.96127 -0.81992 -0 1
173.55 -1.0782 0.950529 -0.813723 0 1
173.56 -1.0863 0.939707 -0.807385 -0 1
173.57 -1.09434 0.928803 -0.800904 0 1
173.58 -1.10232 0.91782 -0.794279 0 1
173.59 -1.11023 0.906757 -0.787509 0 1
173.6 -1.11807 0.895616 -0.780594 0 1
173.61 -1.12584 0.884396 -0.773532 0 1
173.62 -1.13354 0.873099 -0.766324 0 1
173.63 -1.14117 0.861726 -0.758967 0 1
173.64 -1.14872 0.850276 -0.751463 0 1
173.65 -1.15619 0.838752 -0.743809 0 1
173.66 -1.16359 0.827153 -0.736007 0 1
173.67 -1.17091 0.81548 -0.728055 0 1
173.68 -1.17815 0.803735 -0.719953 0 1
173.69 -1.18531 0.791917 -0.711701 0 1
173.7 -1.19239 0.780029 -0.7033 -0 1
173.71 -1.19938 0.76807 -0.694748 -0 1
173.72 -1.20628 0.756041 -0.686047 0 1
173.73 -1.2131 0.743944 -0.677195 0 1
173.74 -1.21983 0.73178 -0.668195 0 1
173.75 -1.22646 0.719548 -0.659045 -0 1
173.76 -1.23301 0.707251 -0.649746 -0 1
173.77 -1.23946 0.694888 -0.6403 -0 1
173.78 -1.24581 0.682462 -0.630705 -0 1
173.79 -1.25207 0.669972 -0.620964 0 1
173.8 -1.25823 0.657421 -0.611077 -0 1
173.81 -1.26429 0.644808 -0.601045 0 1
173.82 -1.27025 0.632135 -0.590869 0 1
173.83 -1.27611 0.619403 -0.58055 -0 1
173.84 -1.28186 0.606614 -0.570088 0 1
173.85 -1.28751 0.593767 -0.559487 -0 1
173.86 -1.29305 0.580864 -0.548746 -0 1
173.87 -1.29848 0.567906 -0.537868 0 1
173.88 -1.30381 0.554894 -0.526854 -0 1
173.89 -1.30902 0.54183 -0.515705 0 1
173.9 -1.31412 0.528714 -0.504424 -0 1
173.91 -1.31911 0.515548 -0.493012 0 1
173.92 -1.32398 0.502333 -0.481471 -0 1
173.93 -1.32874 0.489069 -0.469804 -0 1
173.94 -1.33338 0.475758 -0.458013 -0 1
173.95 -1.3379 0.462402 -0.446099 -0 1
173.96 -1.3423 0.449001 -0.434066 -0 1
173.97 -1.34658 0.435556 -0.421915 -0 1
173.98 -1.35074 0.42207 -0.409649 -0 1
173.99 -1.35477 0.408542 -0.397272 -0 1
174 -1.35868 0.394975 -0.384785 0 1
174.01 -1.36247 0.381369 -0.372191 -0 1
174.02 -1.36612 0.367726 -0.359494 -0 1
174.03 -1.36966 0.354047 -0.346696 0 1
174.04 -1.37306 0.340333 -0.333801 -0 1
174.05 -1.37633 0.326586 -0.320811 0 1
174.06 -1.37947 0.312807 -0.30773 -0 1
174.07 -1.38249 0.298997 -0.294562 0 1
174.08 -1.38536 0.285158 -0.281309 -0 1
174.09 -1.38811 0.27129 -0.267975 -0 1
174.1 -1.39072 0.257396 -0.254563 -0 1
174.11 -1.3932 0.243476 -0.241078 0 1
174.12 -1.39555 0.229532 -0.227522 0 1
174.13 -1.39775 0.215566 -0.2139 0 1
174.14 -1.39982 0.201578 -0.200215 0 1
174.15 -1.40176 0.18757 -0.186472 0 1
174.16 -1.40355 0.173543 -0.172673 0 1
174.17 -1.40521 0.159499 -0.158824 0 1
174.18 -1.40673 0.145439 -0.144927 0 1
174.19 -1.40811 0.131365 -0.130987 0 1
174.2 -1.40935 0.117278 -0.117009 0 1
174.21 -1.41045 0.103178 -0.102995 0 1
174.22 -1.41141 0.089069 -0.0889513 0 1
174.23 -1.41223 0.0749507 -0.0748806 0 1
174.24 -1.41291 0.0608249 -0.0607874 0 1
174.25 -1.41344 0.0466931 -0.0466761 0 1
174.26 -1.41384 0.0325565 -0.0325508 -0 1
174.27 -1.41409 0.0184168 -0.0184157 0 1
174.28 -1.41421 0.00427514 -0.00427513 -0 1
174.29 -1.41418 -0.00986691 0.00986675 0 1
174.3 -1.41401 -0.024008 0.0240057 0 1
174.31 -1.4137 -0.0381466 0.0381374 -0 1
174.32 -1.41325 -0.0522815 0.0522577 0 1
174.33 -1.41265 -0.0664111 0.0663623 -0 1
174.34 -1.41192 -0.0805341 0.0804471 -0 1
174.35 -1.41105 -0.094649 0.0945078 -0 1
174.36 -1.41003 -0.108755 0.10854 0 1
174.37 -1.40887 -0.122849 0.12254 0 1
174.38 -1.40758 -0.136932 0.136504 0 1
174.39 -1.40614 -0.151 0.150427 -0 1
174.4 -1.40457 -0.165054 0.164306 -0 1
174.41 -1.40286 -0.179091 0.178135 0 1
174.42 -1.40101 -0.193111 0.191913 -0 1
174.43 -1.39902 -0.207111 0.205633 0 1
174.44 -1.3969 -0.221091 0.219294 0 1
174.45 -1.39463 -0.235048 0.23289 0 1
174.46 -1.39224 -0.248983 0.246418 -0 1
174.47 -1.38971 -0.262893 0.259875 0 1
174.48 -1.38704 -0.276777 0.273256 -0 1
174.49 -1.38424 -0.290633 0.286559 0 1
174.5 -1.38131 -0.304461 0.299779 0 1
174.51 -1.37825 -0.318259 0.312913 -0 1
174.52 -1.37505 -0.332026 0.325959 -0 1
174.53 -1.37173 -0.34576 0.338911 -0 1
174.54 -1.36827 -0.35946 0.351768 -0 1
174.55 -1.36469 -0.373125 0.364527 -0 1
174.56 -1.36098 -0.386753 0.377183 0 1
174.57 -1.35715 -0.400344 0.389735 -0 1
174.58 -1.35319 -0.413896 0.402179 0 1
174.59 -1.34911 -0.427407 0.414513 0 1
174.6 -1.3449 -0.440877 0.426733 0 1
174.61 -1.34057 -0.454305 0.438838 -0 1
174.62 -1.33612 -0.467688 0.450824 -0 1
174.63 -1.33156 -0.481027 0.46269 0 1
174.64 -1.32687 -0.494319 0.474432 -0 1
174.65 -1.32207 -0.507564 0.48605 -0 1
174.66 -1.31715 -0.52076 0.49754 0 1
174.67 -1.31212 -0.533907 0.5089 -0 1
174.68 -1.30697 -0.547002 0.520129 0 1
174.69 -1.30171 -0.560046 0.531225 -0 1
174.7 -1.29635 -0.573036 0.542186 -0 1
174.71 -1.29087 -0.585972 0.55301 -0 1
174.72 -1.28529 -0.598853 0.563695 0 1
174.73 -1.2796 -0.611678 0.574242 -0 1
174.74 -1.2738 -0.624445 0.584647 -0 1
174.75 -1.26791 -0.637153 0.59491 -0 1
174.76 -1.26191 -0.649802 0.605029 0 1
174.77 -1.25581 -0.662391 0.615004 0 1
174.78 -1.24961 -0.674918 0.624833 0 1
174.79 -1.24331 -0.687383 0.634517 0 1
174.8 -1.23692 -0.699784 0.644053 -0 1
174.81 -1.23043 -0.712121 0.653441 -0 1
174.82 -1.22385 -0.724392 0.662681 -0 1
174.83 -1.21718 -0.736598 0.671771 0 1
174.84 -1.21041 -0.748736 0.680713 0 1
174.85 -1.20356 -0.760806 0.689505 0 1
174.86 -1.19662 -0.772807 0.698147 -0 1
174.87 -1.1896 -0.784738 0.70664 0 1
174.88 -1.18249 -0.796598 0.714982 -0 1
174.89 -1.1753 -0.808387 0.723174 -0 1
174.9 -1.16803 -0.820104 0.731217 0 1
174.91 -1.16068 -0.831748 0.73911 0 1
174.92 -1.15325 -0.843317 0.746853 0 1
174.93 -1.14574 -0.854812 0.754448 -0 1
174.94 -1.13816 -0.866232 0.761894 -0 1
174.95 -1.1305 -0.877575 0.769192 -0 1
174.96 -1.12277 -0.888842 0.776342 0 1
174.97 -1.11498 -0.900031 0.783346 0 1
174.98 -1.10711 -0.911141 0.790204 0 1
174.99 -1.09917 -0.922172 0.796916 0 1
175 -1.09117 -0.933124 0.803484 -0 1
175.01 -1.0831 -0.943996 0.809908 -0 1
175.02 -1.07497 -0.954786 0.81619 -0 1
175.03 -1.06678 -0.965495 0.822331 0 1
175.04 -1.05853 -0.976121 0.828331 -0 1
175.05 -1.05021 -0.986665 0.834192 -0 1
175.06 -1.04184 -0.997126 0.839914 0 1
175.07 -1.03342 -1.0075 0.845501 0 1
175.08 -1.02493 -1.01779 0.850951 -0 1
175.09 -1.0164 -1.028 0.856268 -0 1
175.1 -1.00781 -1.03812 0.861452 0 1
175.11 -0.999169 -1.04816 0.866504 0 1
175.12 -0.990479 -1.0581 0.871427 0 1
175.13 -0.981741 -1.06797 0.876222 0 1
175.14 -0.972955 -1.07774 0.88089 -0 1
175.15 -0.964124 -1.08742 0.885433 -0 1
175.16 -0.955247 -1.09702 0.889852 0 1
175.17 -0.946327 -1.10653 0.89415 0 1
175.18 -0.937365 -1.11595 0.898328 0 1
175.19 -0.928361 -1.12528 0.902387 -0 1
175.2 -0.919317 -1.13452 0.906329 -0 1
175.21 -0.910235 -1.14366 0.910157 -0 1
175.22 -0.901114 -1.15272 0.913872 0 1
175.23 -0.891958 -1.16169 0.917475 0 1
175.24 -0.882765 -1.17056 0.920968 0 1
175.25 -0.873539 -1.17934 0.924355 0 1
175.26 -0.864279 -1.18803 0.927635 0 1
175.27 -0.854986 -1.19663 0.930811 0 1
175.28 -0.845663 -1.20513 0.933885 -0 1
175.29 -0.836309 -1.21354 0.936859 -0 1
175.3 -0.826926 -1.22186 0.939735 0 1
175.31 -0.817514 -1.23008 0.942515 0 1
175.32 -0.808076 -1.23821 0.9452 -0 1
175.33 -0.798611 -1.24624 0.947792 0 1
175.34 -0.78912 -1.25418 0.950294 0 1
175.35 -0.779605 -1.26202 0.952706 0 1
175.36 -0.770066 -1.26977 0.955033 0 1
175.37 -0.760505 -1.27742 0.957274 -0 1
175.38 -0.750921 -1.28498 0.959432 -0 1
175.39 -0.741316 -1.29244 0.961509 -0 1
175.4 -0.731691 -1.29981 0.963506 0 1
175.41 -0.722047 -1.30707 0.965426 0 1
175.42 -0.712383 -1.31425 0.967271 -0 1
175.43 -0.702701 -1.32132 0.969042 -0 1
175.44 -0.693002 -1.3283 0.970742 -0 1
175.45 -0.683287 -1.33518 0.972371 0 1
175.46 -0.673555 -1.34197 0.973932 0 1
175.47 -0.663808 -1.34865 0.975428 0 1
175.48 -0.654047 -1.35524 0.976858 0 1
175.49 -0.644271 -1.36173 0.978226 -0 1
175.5 -0.634483 -1.36813 0.979533 0 1
175.51 -0.624681 -1.37442 0.980781 0 1
175.52 -0.614867 -1.38062 0.981971 0 1
175.53 -0.605042 -1.38672 0.983106 0 1
175.54 -0.595205 -1.39272 0.984187 -0 1
175.55 -0.585358 -1.39863 0.985215 0 1
175.56 -0.575501 -1.40443 0.986193 0 1
175.57 -0.565635 -1.41014 0.987122 0 1
175.58 -0.555759 -1.41574 0.988003 0 1
175.59 -0.545875 -1.42125 0.988839 0 1
175.6 -0.535982 -1.42666 0.98963 0 1
175.61 -0.526082 -1.43197 0.990379 0 1
175.62 -0.516175 -1.43718 0.991087 -0 1
175.63 -0.506261 -1.44229 0.991755 -0 1
175.64 -0.49634 -1.44731 0.992385 0 1
175.65 -0.486413 -1.45222 0.992978 -0 1
175.66 -0.47648 -1.45703 0.993536 0 1
175.67 -0.466542 -1.46175 0.99406 -0 1
175.68 -0.456599 -1.46637 0.994552 0 1
175.69 -0.446651 -1.47088 0.995013 0 1
175.7 -0.436699 -1.4753 0.995444 -0 1
175.71 -0.426743 -1.47962 0.995846 -0 1
175.72 -0.416782 -1.48383 0.996221 -0 1
175.73 -0.406818 -1.48795 0.99657 0 1
175.74 -0.396851 -1.49197 0.996895 0 1
175.75 -0.386881 -1.49589 0.997196 -0 1
175.76 -0.376907 -1.49971 0.997474 0 1
175.77 -0.366931 -1.50343 0.997732 -0 1
175.78 -0.356953 -1.50705 0.997969 0 1
175.79 -0.346972 -1.51057 0.998187 0 1
175.8 -0.336989 -1.51399 0.998387 0 1
175.81 -0.327004 -1.51731 0.99857 -0 1
175.82 -0.317018 -1.52053 0.998737 0 1
175.83 -0.307029 -1.52365 0.998889 -0 1
175.84 -0.29704 -1.52667 0.999026 0 1
175.85 -0.287049 -1.52959 0.999151 -0 1
175.86 -0.277057 -1.53241 0.999263 -0 1
175.87 -0.267064 -1.53513 0.999364 -0 1
175.88 -0.25707 -1.53775 0.999454 -0 1
175.89 -0.247075 -1.54027 0.999534 -0 1
175.9 -0.237079 -1.54269 0.999605 -0 1
175.91 -0.227083 -1.54501 0.999668 -0 1
175.92 -0.217086 -1.54723 0.999722 0 1
175.93 -0.207088 -1.54935 0.99977 0 1
175.94 -0.19709 -1.55137 0.999811 -0 1
175.95 -0.187092 -1.55329 0.999847 -0 1
175.96 -0.177093 -1.55511 0.999877 -0 1
175.97 -0.167094 -1.55684 0.999903 0 1
175.98 -0.157095 -1.55846 0.999924 0 1
175.99 -0.147096 -1.55998 0.999941 0 1
176 -0.137096 -1.5614 0.999956 0 1
176.01 -0.127097 -1.56272 0.999967 0 1
176.02 -0.117097 -1.56394 0.999976 0 1
176.03 -0.107097 -1.56506 0.999984 0 1
176.04 -0.0970975 -1.56608 0.999989 -0 1
176.05 -0.0870976 -1.567 0.999993 0 1
176.06 -0.0770976 -1.56782 0.999996 0 1
176.07 -0.0670977 -1.56855 0.999997 -0 1
176.08 -0.0570977 -1.56917 0.999999 0 1
176.09 -0.0470977 -1.56969 0.999999 0 1
176.1 -0.0370977 -1.57011 1 0 1
176.11 -0.0270977 -1.57043 1 0 1
176.12 -0.0170977 -1.57065 1 0 1
176.13 -0.0070977 -1.57077 1 0 1
176.14 0.0029023 -1.57079 1 -0 1
176.15 0.0129023 -1.57071 1 0 1
176.16 0.0229023 -1.57053 1 0 1
176.17 0.0329023 -1.57026 1 -0 1
176.18 0.0429023 -1.56988 1 -0 1
176.19 0.0529023 -1.5694 0.999999 0 1
176.2 0.0629023 -1.56882 0.999998 -0 1
176.21 0.0729023 -1.56814 0.999996 0 1
176.22 0.0829022 -1.56736 0.999994 -0 1
176.23 0.0929021 -1.56648 0.999991 0 1
176.24 0.102902 -1.5655 0.999986 0 1
176.25 0.112902 -1.56442 0.99998 0 1
176.26 0.122902 -1.56324 0.999971 0 1
176.27 0.132901 -1.56197 0.999961 -0 1
176.28 0.142901 -1.56059 0.999948 0 1
176.29 0.1529 -1.55911 0.999932 0 1
176.3 0.162899 -1.55753 0.999912 -0 1
176.31 0.172898 -1.55585 0.999888 -0 1
176.32 0.182897 -1.55407 0.99986 -0 1
176.33 0.192896 -1.55219 0.999827 -0 1
176.34 0.202894 -1.55021 0.999788 -0 1
176.35 0.212891 -1.54813 0.999743 0 1
176.36 0.222889 -1.54595 0.999691 0 1
176.37 0.232885 -1.54368 0.999632 -0 1
176.38 0.242881 -1.5413 0.999565 -0 1
176.39 0.252876 -1.53882 0.999489 0 1
176.4 0.262871 -1.53624 0.999403 0 1
176.41 0.272864 -1.53356 0.999307 0 1
176.42 0.282857 -1.53078 0.9992 -0 1
176.43 0.292848 -1.5279 0.99908 0 1
176.44 0.302839 -1.52492 0.998948 -0 1
176.45 0.312827 -1.52185 0.998802 -0 1
176.46 0.322815 -1.51867 0.998642 -0 1
176.47 0.3328 -1.51539 0.998465 0 1
176.48 0.342784 -1.51201 0.998273 -0 1
176.49 0.352766 -1.50853 0.998062 0 1
176.5 0.362745 -1.50496 0.997833 -0 1
176.51 0.372722 -1.50128 0.997585 -0 1
176.52 0.382697 -1.4975 0.997315 -0 1
176.53 0.392668 -1.49363 0.997024 0 1
176.54 0.402637 -1.48965 0.996709 -0 1
176.55 0.412602 -1.48557 0.996371 0 1
176.56 0.422564 -1.4814 0.996007 -0 1
176.57 0.432522 -1.47712 0.995616 0 1
176.58 0.442477 -1.47275 0.995197 -0 1
176.59 0.452426 -1.46827 0.994749 0 1
176.6 0.462371 -1.4637 0.99427 -0 1
176.61 0.472312 -1.45902 0.99376 -0 1
176.62 0.482247 -1.45425 0.993216 0 1
176.63 0.492176 -1.44938 0.992638 -0 1
176.64 0.502099 -1.44441 0.992024 0 1
176.65 0.512016 -1.43934 0.991372 -0 1
176.66 0.521926 -1.43417 0.990681 0 1
176.67 0.53183 -1.4289 0.98995 0 1
176.68 0.541725 -1.42353 0.989176 0 1
176.69 0.551613 -1.41806 0.988359 -0 1
176.7 0.561492 -1.4125 0.987497 -0 1
176.71 0.571363 -1.40684 0.986588 0 1
176.72 0.581224 -1.40107 0.985631 -0 1
176.73 0.591075 -1.39521 0.984624 -0 1
176.74 0.600916 -1.38925 0.983566 -0 1
176.75 0.610746 -1.38319 0.982454 0 1
176.76 0.620565 -1.37704 0.981287 -0 1
176.77 0.630372 -1.37078 0.980064 0 1
176.78 0.640166 -1.36443 0.978782 0 1
176.79 0.649947 -1.35798 0.977439 0 1
176.8 0.659715 -1.35143 0.976035 0 1
176.81 0.669468 -1.34478 0.974568 -0 1
176.82 0.679206 -1.33804 0.973034 -0 1
176.83 0.688928 -1.3312 0.971434 -0 1
176.84 0.698634 -1.32426 0.969764 0 1
176.85 0.708323 -1.31723 0.968023 0 1
176.86 0.717995 -1.3101 0.96621 -0 1
176.87 0.727647 -1.30287 0.964321 0 1
176.88 0.737281 -1.29554 0.962356 -0 1
176.89 0.746894 -1.28812 0.960313 0 1
176.9 0.756487 -1.2806 0.958189 -0 1
176.91 0.766058 -1.27299 0.955983 0 1
176.92 0.775606 -1.26528 0.953693 0 1
176.93 0.785131 -1.25748 0.951317 -0 1
176.94 0.794632 -1.24958 0.948852 0 1
176.95 0.804108 -1.24159 0.946298 -0 1
176.96 0.813558 -1.2335 0.943652 0 1
176.97 0.822981 -1.22532 0.940913 0 1
176.98 0.832376 -1.21704 0.938078 0 1
176.99 0.841742 -1.20867 0.935145 -0 1
177 0.851078 -1.2002 0.932113 0 1
177.01 0.860384 -1.19165 0.92898 -0 1
177.02 0.869658 -1.183 0.925744 0 1
177.03 0.878898 -1.17425 0.922402 -0 1
177.04 0.888105 -1.16542 0.918954 0 1
177.05 0.897277 -1.15649 0.915397 0 1
177.06 0.906413 -1.14747 0.911729 -0 1
177.07 0.915511 -1.13836 0.907949 0 1
177.08 0.924571 -1.12916 0.904055 0 1
177.09 0.933592 -1.11987 0.900045 0 1
177.1 0.942572 -1.11049 0.895917 -0 1
177.11 0.95151 -1.10102 0.89167 -0 1
177.12 0.960405 -1.09146 0.887302 0 1
177.13 0.969256 -1.08181 0.882811 -0 1
177.14 0.978061 -1.07208 0.878196 0 1
177.15 0.986819 -1.06225 0.873454 -0 1
177.16 0.995529 -1.05234 0.868586 -0 1
177.17 1.00419 -1.04234 0.863587 0 1
177.18 1.0128 -1.03226 0.858459 -0 1
177.19 1.02136 -1.02209 0.853198 0 1
177.2 1.02986 -1.01183 0.847804 0 1
177.21 1.03831 -1.00149 0.842275 0 1
177.22 1.04671 -0.991064 0.836609 0 1
177.23 1.05505 -0.980555 0.830806 -0 1
177.24 1.06332 -0.969963 0.824865 0 1
177.25 1.07154 -0.959289 0.818783 -0 1
177.26 1.0797 -0.948533 0.812561 -0 1
177.27 1.08779 -0.937695 0.806197 0 1
177.28 1.09582 -0.926777 0.799689 -0 1
177.29 1.10379 -0.915779 0.793037 0 1
177.3 1.11168 -0.904701 0.786241 0 1
177.31 1.11951 -0.893545 0.779298 -0 1
177.32 1.12727 -0.882311 0.77221 0 1
177.33 1.13496 -0.871 0.764973 0 1
177.34 1.14257 -0.859612 0.75759 0 1
177.35 1.15011 -0.848149 0.750058 0 1
177.36 1.15757 -0.836611 0.742377 -0 1
177.37 1.16495 -0.824998 0.734546 -0 1
177.38 1.17226 -0.813312 0.726567 -0 1
177.39 1.17948 -0.801553 0.718437 -0 1
177.4 1.18663 -0.789722 0.710158 0 1
177.41 1.19369 -0.777821 0.701728 0 1
177.42 1.20066 -0.765849 0.693149 0 1
177.43 1.20755 -0.753808 0.68442 0 1
177.44 1.21435 -0.741698 0.675541 -0 1
177.45 1.22106 -0.729521 0.666513 -0 1
177.46 1.22768 -0.717277 0.657335 -0 1
177.47 1.23421 -0.704968 0.648009 -0 1
177.48 1.24064 -0.692593 0.638535 0 1
177.49 1.24698 -0.680155 0.628914 0 1
177.5 1.25322 -0.667654 0.619146 -0 1
177.51 1.25936 -0.655091 0.609232 0 1
177.52 1.2654 -0.642467 0.599173 -0 1
177.53 1.27134 -0.629784 0.58897 -0 1
177.54 1.27718 -0.617041 0.578624 -0 1
177.55 1.28291 -0.60424 0.568137 0 1
177.56 1.28854 -0.591383 0.55751 -0 1
177.57 1.29406 -0.57847 0.546743 -0 1
177.58 1.29948 -0.565502 0.53584 -0 1
177.59 1.30478 -0.552481 0.5248 0 1
177.6 1.30997 -0.539407 0.513627 0 1
177.61 1.31505 -0.526282 0.502322 -0 1
177.62 1.32002 -0.513106 0.490886 0 1
177.63 1.32487 -0.499882 0.479322 -0 1
177.64 1.3296 -0.486609 0.467631 -0 1
177.65 1.33422 -0.47329 0.455817 -0 1
177.66 1.33872 -0.459925 0.443881 0 1
177.67 1.3431 -0.446516 0.431826 -0 1
177.68 1.34736 -0.433064 0.419654 0 1
177.69 1.35149 -0.419569 0.407367 0 1
177.7 1.3555 -0.406034 0.394969 0 1
177.71 1.35939 -0.39246 0.382462 0 1
177.72 1.36315 -0.378847 0.369849 0 1
177.73 1.36679 -0.365197 0.357133 -0 1
177.74 1.37029 -0.351511 0.344317 -0 1
177.75 1.37367 -0.337792 0.331404 0 1
177.76 1.37692 -0.324038 0.318397 0 1
177.77 1.38004 -0.310253 0.3053 0 1
177.78 1.38303 -0.296438 0.292115 0 1
177.79 1.38588 -0.282593 0.278847 -0 1
177.8 1.3886 -0.268721 0.265498 0 1
177.81 1.39119 -0.254822 0.252073 0 1
177.82 1.39365 -0.240897 0.238574 0 1
177.83 1.39596 -0.226949 0.225006 -0 1
177.84 1.39815 -0.212979 0.211372 0 1
177.85 1.40019 -0.198987 0.197676 0 1
177.86 1.4021 -0.184975 0.183922 -0 1
177.87 1.40387 -0.170945 0.170114 0 1
177.88 1.4055 -0.156898 0.156255 0 1
177.89 1.40699 -0.142836 0.142351 0 1
177.9 1.40835 -0.128759 0.128403 -0 1
177.91 1.40956 -0.114669 0.114418 0 1
177.92 1.41064 -0.100568 0.100399 0 1
177.93 1.41157 -0.0864569 0.0863493 -0 1
177.94 1.41236 -0.0723372 0.0722741 -0 1
177.95 1.41302 -0.0582101 0.0581773 0 1
177.96 1.41353 -0.0440773 0.044063 -0 1
177.97 1.4139 -0.0299401 0.0299356 -0 1
177.98 1.41413 -0.0157998 0.0157992 0 1
177.99 1.41421 -0.00165804 0.00165804 0 1
178 1.41416 0.0124839 -0.0124836 -0 1
178.01 1.41396 0.0266247 -0.0266215 -0 1
178.02 1.41363 0.0407627 -0.0407514 -0 1
178.03 1.41315 0.0548967 -0.0548692 -0 1
178.04 1.41253 0.0690252 -0.0689704 0 1
178.05 1.41177 0.0831468 -0.0830511 0 1
178.06 1.41087 0.0972601 -0.0971069 -0 1
178.07 1.40983 0.111364 -0.111134 -0 1
178.08 1.40865 0.125456 -0.125127 0 1
178.09 1.40732 0.139536 -0.139084 -0 1
178.1 1.40586 0.153602 -0.152999 -0 1
178.11 1.40426 0.167653 -0.166869 -0 1
178.12 1.40253 0.181687 -0.180689 -0 1
178.13 1.40065 0.195703 -0.194456 0 1
178.14 1.39864 0.2097 -0.208166 0 1
178.15 1.39649 0.223675 -0.221815 -0 1
178.16 1.3942 0.237629 -0.235399 0 1
178.17 1.39178 0.251559 -0.248914 -0 1
178.18 1.38922 0.265464 -0.262357 -0 1
178.19 1.38653 0.279343 -0.275724 0 1
178.2 1.38371 0.293194 -0.289012 0 1
178.21 1.38075 0.307017 -0.302216 0 1
178.22 1.37767 0.320809 -0.315334 -0 1
178.23 1.37445 0.33457 -0.328363 -0 1
178.24 1.3711 0.348297 -0.341298 -0 1
178.25 1.36762 0.361991 -0.354137 0 1
178.26 1.36402 0.375649 -0.366877 -0 1
178.27 1.36028 0.389271 -0.379514 -0 1
178.28 1.35643 0.402855 -0.392046 0 1
178.29 1.35244 0.416399 -0.40447 -0 1
178.3 1.34834 0.429903 -0.416783 0 1
178.31 1.34411 0.443365 -0.428982 -0 1
178.32 1.33976 0.456785 -0.441065 0 1
178.33 1.33529 0.47016 -0.453029 0 1
178.34 1.3307 0.48349 -0.464872 0 1
178.35 1.32599 0.496774 -0.476592 0 1
178.36 1.32117 0.51001 -0.488186 0 1
178.37 1.31623 0.523197 -0.499652 0 1
178.38 1.31117 0.536334 -0.510988 0 1
178.39 1.30601 0.54942 -0.522193 -0 1
178.4 1.30073 0.562454 -0.533263 -0 1
178.41 1.29534 0.575434 -0.544199 0 1
178.42 1.28985 0.58836 -0.554998 -0 1
178.43 1.28424 0.601231 -0.565658 0 1
178.44 1.27853 0.614045 -0.576178 0 1
178.45 1.27272 0.626801 -0.586557 -0 1
178.46 1.2668 0.639499 -0.596793 0 1
178.47 1.26078 0.652137 -0.606886 0 1
178.48 1.25467 0.664714 -0.616834 -0 1
178.49 1.24845 0.67723 -0.626636 -0 1
178.5 1.24213 0.689683 -0.636292 0 1
178.51 1.23572 0.702072 -0.645801 -0 1
178.52 1.22922 0.714397 -0.655162 -0 1
178.53 1.22262 0.726656 -0.664374 0 1
178.54 1.21593 0.738849 -0.673437 -0 1
178.55 1.20915 0.750974 -0.682351 -0 1
178.56 1.20228 0.763032 -0.691116 -0 1
178.57 1.19533 0.77502 -0.69973 -0 1
