#t p q a dW
291.19 -0.407019 -7.31506 0 0.035518
291.2 -0.358565 -7.31882 0 -0.00034008
291.21 -0.379875 -7.3225 0 0.0314555
291.22 -0.191227 -7.32552 0 -0.0162222
291.23 -0.195586 -7.32752 0 -0.0507613
291.24 -0.376863 -7.33044 0 0.00625231
291.25 -0.295197 -7.33374 0 0.0289805
291.26 -0.226098 -7.33622 0 0.00686625
291.27 -0.20091 -7.33863 0 -0.0166997
291.28 -0.0842195 -7.34026 0 0.00841111
291.29 -0.205716 -7.3415 0 0.0344906
291.3 -0.0246279 -7.34224 0 0.0196046
291.31 0.0121241 -7.34213 0 -0.0165775
291.32 0.0407075 -7.34225 0 0.0195003
291.33 0.0791787 -7.34143 0 0.00746385
291.34 0.0401074 -7.34054 0 -0.037818
291.35 0.0602746 -7.33989 0 0.059962
291.36 0.0421366 -7.33838 0 0.0174893
291.37 -0.0494994 -7.33811 0 0.0156046
291.38 -0.105395 -7.33919 0 -0.0322112
291.39 -0.14074 -7.34091 0 0.0117191
291.4 -0.1579 -7.34223 0 -0.031428
291.41 -0.347048 -7.3445 0 0.0309895
291.42 -0.230828 -7.34703 0 0.0136568
291.43 -0.161814 -7.34914 0 -0.0137608
291.44 -0.190456 -7.3514 0 0.0202384
291.45 -0.10221 -7.35298 0 0.00601242
291.46 -0.110114 -7.35403 0 -0.00289524
291.47 -0.0429914 -7.35504 0 -0.000590931
291.48 -0.146981 -7.35583 0 0.016662
291.49 -0.0986268 -7.35682 0 0.0141033
291.5 -0.0214368 -7.35746 0 0.0136534
291.51 -0.00170262 -7.35771 0 0.0353029
291.52 -0.108123 -7.35792 0 0.00768732
291.53 -0.0721771 -7.35863 0 0.00961012
291.54 -0.273961 -7.36 0 0.0237717
291.55 -0.358615 -7.36275 0 -0.0303187
291.56 -0.3918 -7.36677 0 -0.0464725
291.57 -0.497023 -7.37133 0 0.00492008
291.58 -0.544936 -7.37633 0 0.0570509
291.59 -0.578274 -7.38146 0 -0.0202519
291.6 -0.615778 -7.38751 0 0.0474118
291.61 -0.671739 -7.39385 0 0.0277953
291.62 -0.696999 -7.40044 0 0.00898045
291.63 -0.594011 -7.40673 0 0.0261071
291.64 -0.486701 -7.41194 0 0.033498
291.65 -0.441338 -7.41617 0 -0.0024044
291.66 -0.591234 -7.42089 0 0.0433509
291.67 -0.632194 -7.4265 0 -0.00429481
291.68 -0.664253 -7.43267 0 0.011918
291.69 -0.722796 -7.43956 0 0.0121676
291.7 -0.662455 -7.44639 0 0.00522226
291.71 -0.662878 -7.45303 0 -0.0247573
291.72 -0.609049 -7.45908 0 0.0232439
291.73 -0.461857 -7.46441 0 0.0356245
291.74 -0.405224 -7.46885 0 -0.0236308
291.75 -0.355484 -7.47301 0 0.00874105
291.76 -0.348388 -7.47661 0 -0.0402154
291.77 -0.53794 -7.48097 0 -0.00224296
291.78 -0.564505 -7.48679 0 0.0771031
291.79 -0.616704 -7.49206 0 -0.0682654
291.8 -0.741679 -7.49908 0 -0.0103423
291.81 -0.719336 -7.5068 0 0.038032
291.82 -0.628144 -7.51339 0 0.0289406
291.83 -0.549234 -7.51928 0 -0.021044
291.84 -0.591606 -7.52541 0 -0.00572373
291.85 -0.537962 -7.53145 0 -0.0390883
291.86 -0.431916 -7.5369 0 -0.0386137
291.87 -0.615281 -7.54204 0 -0.0608537
291.88 -0.752005 -7.54905 0 -0.0458627
291.89 -0.753184 -7.55676 0 0.0283866
291.9 -0.691606 -7.56391 0 0.0262366
291.91 -0.604085 -7.57014 0 -0.0264692
291.92 -0.620204 -7.57597 0 -0.023083
291.93 -0.591687 -7.58233 0 0.00724725
291.94 -0.448769 -7.58785 0 0.0250965
291.95 -0.525552 -7.59285 0 0.0130238
291.96 -0.393049 -7.59745 0 0.00421808
291.97 -0.40118 -7.60135 0 -0.0116613
291.98 -0.511872 -7.60606 0 -0.0201976
291.99 -0.468645 -7.61095 0 -0.0527403
292 -0.470914 -7.61606 0 0.0218512
292.01 -0.382086 -7.62029 0 -0.00539254
292.02 -0.349215 -7.62426 0 -0.034002
292.03 -0.292737 -7.62793 0 -0.0112654
292.04 -0.349962 -7.63092 0 0.029082
292.05 -0.19054 -7.63339 0 -0.00372367
292.06 -0.15767 -7.6356 0 -0.0075548
292.07 -0.0197061 -7.63661 0 0.0202876
292.08 -0.0823917 -7.63685 0 -0.0052859
292.09 -0.175611 -7.63798 0 -0.00583268
292.1 -0.170844 -7.63969 0 -0.0703259
292.11 -0.336552 -7.64227 0 -0.0176761
292.12 -0.321172 -7.64595 0 0.014041
292.13 -0.301189 -7.64919 0 0.00796548
292.14 -0.328827 -7.65209 0 0.0505391
292.15 -0.119903 -7.65399 0 0.0433758
292.16 -0.0648685 -7.65456 0 -0.0309251
292.17 -0.00646625 -7.6552 0 -0.01593
292.18 -0.00286095 -7.65547 0 0.000250819
292.19 -2.28189e-05 -7.6553 0 0.0395939
292.2 -0.0832286 -7.65568 0 0.040962
292.21 -0.0739987 -7.6565 0 -0.0287943
292.22 -0.212699 -7.65814 0 -0.0106247
292.23 -0.213541 -7.6603 0 0.0330107
292.24 -0.121438 -7.66177 0 0.0445556
292.25 -0.044154 -7.66286 0 -0.00422643
292.26 -0.00606646 -7.66334 0 0.0293636
292.27 0.0824383 -7.66276 0 0.00284207
292.28 0.148918 -7.66164 0 0.0538643
292.29 0.279089 -7.65932 0 0.0130385
292.3 0.236396 -7.6566 0 0.030851
292.31 0.112104 -7.65466 0 -0.0122795
292.32 0.21647 -7.65353 0 -0.00253477
292.33 0.13427 -7.65188 0 0.00909824
292.34 0.158465 -7.6504 0 -0.0293225
292.35 0.273341 -7.64824 0 -0.0121694
292.36 0.289114 -7.64546 0 -0.0671646
292.37 0.307587 -7.64259 0 -0.0519744
292.38 0.342718 -7.63935 0 -0.0465524
292.39 0.38842 -7.63559 0 -0.00256897
292.4 0.436485 -7.6318 0 -0.023719
292.41 0.353472 -7.62773 0 -0.0140787
292.42 0.273226 -7.62483 0 0.0312064
292.43 0.298765 -7.62237 0 -0.0407813
292.44 0.110672 -7.62024 0 0.00288685
292.45 0.249727 -7.61856 0 0.0599545
292.46 0.289624 -7.61566 0 -0.020809
292.47 0.224601 -7.61336 0 -0.0354579
292.48 0.147946 -7.61152 0 0.0589511
292.49 0.22354 -7.60906 0 0.046224
292.5 0.326564 -7.60622 0 -0.0110034
292.51 0.340966 -7.60304 0 -7.90658e-05
292.52 0.396152 -7.59953 0 -0.0255874
292.53 0.211493 -7.59644 0 0.0228593
292.54 0.192007 -7.59421 0 0.0512765
292.55 0.194642 -7.59142 0 -0.011618
292.56 0.179098 -7.58931 0 0.0107722
292.57 0.226659 -7.58713 0 0.0362094
292.58 0.0944744 -7.58515 0 0.0743485
292.59 0.138124 -7.58397 0 0.0240113
292.6 0.0903651 -7.58265 0 0.0152143
292.61 -0.0269787 -7.58203 0 -0.011675
292.62 -0.110056 -7.58247 0 -0.0148334
292.63 -0.0439683 -7.58331 0 0.0176294
292.64 0.00667473 -7.58367 0 0.0143657
292.65 -0.0697736 -7.5838 0 -0.0226391
292.66 -0.124094 -7.58497 0 -0.0246173
292.67 -0.193622 -7.58675 0 0.00217868
292.68 -0.165519 -7.58836 0 0.0227075
292.69 -0.0730781 -7.58919 0 -0.081458
292.7 -0.225086 -7.59072 0 0.00981829
292.71 -0.174938 -7.59238 0 -0.00600327
292.72 -0.148333 -7.59434 0 0.000173211
292.73 -0.224191 -7.59608 0 -0.0120387
292.74 -0.304875 -7.59901 0 -0.0104839
292.75 -0.555072 -7.60312 0 0.0194416
292.76 -0.304681 -7.60741 0 0.00998125
292.77 -0.104819 -7.60953 0 -0.0424776
292.78 -0.213727 -7.61158 0 -0.00649063
292.79 -0.0839127 -7.6132 0 -0.002985
292.8 -0.40636 -7.61574 0 -0.0322576
292.81 -0.370857 -7.61948 0 0.0258551
292.82 -0.421805 -7.62327 0 -0.0666583
292.83 -0.478953 -7.62792 0 0.00689077
292.84 -0.514975 -7.63305 0 0.00961644
292.85 -0.345011 -7.63732 0 -0.0401447
292.86 -0.32653 -7.64092 0 -0.0135929
292.87 -0.283918 -7.64387 0 -0.0310897
292.88 -0.411571 -7.64766 0 -0.0271738
292.89 -0.524658 -7.65257 0 -0.0159447
292.9 -0.547857 -7.65805 0 0.000832447
292.91 -0.476019 -7.66344 0 -0.00227023
292.92 -0.174348 -7.66699 0 0.0653047
292.93 -0.142561 -7.66838 0 0.0206583
292.94 0.063022 -7.66913 0 0.0197491
292.95 0.0955504 -7.66813 0 0.0551733
292.96 0.109653 -7.66717 0 -0.0298863
292.97 0.0698536 -7.66634 0 0.0654945
292.98 0.143789 -7.66532 0 -0.0088582
292.99 0.0222488 -7.66442 0 0.0188743
293 0.183116 -7.66327 0 0.0492702
293.01 0.210879 -7.66095 0 0.022278
293.02 0.169559 -7.65857 0 0.028385
293.03 0.195999 -7.65644 0 0.0402738
293.04 0.285609 -7.65426 0 -0.0162199
293.05 0.336278 -7.65123 0 0.0242458
293.06 0.264124 -7.64789 0 0.00931211
293.07 0.37755 -7.64482 0 0.0288312
293.08 0.221924 -7.64144 0 -0.00873644
293.09 0.269469 -7.63926 0 0.00714735
293.1 0.345541 -7.63657 0 -0.010157
293.11 0.317917 -7.63324 0 -0.0277051
293.12 0.322471 -7.63002 0 -0.0163852
293.13 0.199518 -7.62797 0 -0.0388397
293.14 0.248793 -7.62628 0 0.0107718
293.15 0.0924933 -7.62401 0 -0.0585181
293.16 -0.0166505 -7.6238 0 -0.0123916
293.17 -0.0552426 -7.6242 0 -0.00740162
293.18 -0.107896 -7.6252 0 -0.00470481
293.19 -0.177678 -7.62681 0 0.0708534
293.2 -0.0836646 -7.62795 0 0.0318049
293.21 -0.00324879 -7.62852 0 -0.0156338
293.22 0.0167485 -7.62865 0 0.0150239
293.23 0.047374 -7.62814 0 0.0481582
293.24 0.195261 -7.62665 0 -0.00875334
293.25 -0.030275 -7.62574 0 0.0115222
293.26 0.172234 -7.62497 0 -0.0468722
293.27 0.179468 -7.62377 0 0.0226179
293.28 0.269437 -7.62167 0 0.00457608
293.29 0.122794 -7.61925 0 0.0297188
293.3 0.192847 -7.61736 0 -0.00439194
293.31 0.222669 -7.61548 0 0.0358297
293.32 0.242334 -7.61327 0 0.0292597
293.33 0.493406 -7.61008 0 0.0291464
293.34 0.598297 -7.60432 0 0.0098982
293.35 0.549371 -7.59813 0 0.00027096
293.36 0.564947 -7.59247 0 -0.0345956
293.37 0.506179 -7.58717 0 0.0175407
293.38 0.330111 -7.58266 0 -0.0319423
293.39 0.313786 -7.57958 0 0.0499019
293.4 0.47366 -7.57556 0 -0.0397927
293.41 0.540667 -7.57049 0 0.0174787
293.42 0.603713 -7.56507 0 -0.0441468
293.43 0.402305 -7.55999 0 -0.000161498
293.44 0.506212 -7.5553 0 -0.0238342
293.45 0.438448 -7.55053 0 -0.0022725
293.46 0.344455 -7.5467 0 -0.0258475
293.47 0.332685 -7.54346 0 0.00577762
293.48 0.380883 -7.54005 0 -0.037964
293.49 0.31202 -7.53641 0 -0.0370705
293.5 0.295372 -7.53311 0 0.0173799
293.51 0.290022 -7.53035 0 -0.00467322
293.52 0.30646 -7.52757 0 0.022711
293.53 0.33747 -7.52479 0 0.0317832
293.54 0.399023 -7.52113 0 -0.0023002
293.55 0.389954 -7.51695 0 -0.0457458
293.56 0.205224 -7.51389 0 -0.0075563
293.57 0.0373357 -7.5127 0 0.0333607
293.58 0.0807338 -7.51201 0 -0.00579035
293.59 0.0133011 -7.51163 0 0.0142248
293.6 0.185472 -7.51093 0 0.056802
293.61 0.192366 -7.50893 0 -0.0403201
293.62 0.173922 -7.50746 0 -0.0505032
293.63 0.183803 -7.50611 0 0.054461
293.64 0.171007 -7.50399 0 -0.0060249
293.65 -0.00949714 -7.50315 0 -0.0171899
293.66 0.0429681 -7.50295 0 -0.0370339
293.67 -0.1586 -7.50359 0 -0.0056829
293.68 -0.159656 -7.50495 0 -0.0203237
293.69 -0.13217 -7.50665 0 -0.0335353
293.7 -0.0955014 -7.5078 0 -0.0273444
293.71 -0.0678183 -7.50889 0 -0.019155
293.72 -0.142199 -7.50981 0 -0.00657822
293.73 -0.136948 -7.51139 0 0.0178523
293.74 -0.140873 -7.51208 0 0.0578409
293.75 -0.133928 -7.51352 0 -0.00012087
293.76 -0.153485 -7.51528 0 -0.0702382
293.77 -0.156421 -7.51713 0 -0.059418
293.78 -0.228035 -7.51989 0 0.0385466
293.79 -0.113673 -7.52161 0 0.00211932
293.8 -0.111211 -7.52288 0 0.0324282
293.81 0.0379968 -7.5236 0 -0.0201151
293.82 0.0136345 -7.52366 0 0.0248565
293.83 0.0544338 -7.52366 0 0.0137634
293.84 0.101183 -7.52296 0 0.0278239
293.85 0.113246 -7.52181 0 0.0105508
293.86 0.112398 -7.5206 0 0.0241655
293.87 0.144733 -7.51918 0 0.0300573
293.88 0.254998 -7.51737 0 -0.00168787
293.89 0.254142 -7.51461 0 0.00371678
293.9 0.245083 -7.51232 0 0.0211926
293.91 0.286944 -7.50984 0 -0.00120579
293.92 0.367238 -7.50635 0 0.00169014
293.93 0.398543 -7.50252 0 -0.0136896
293.94 0.294638 -7.49894 0 -0.0118807
293.95 0.16624 -7.49647 0 -0.013264
293.96 0.160685 -7.49505 0 0.00124588
293.97 0.188025 -7.49338 0 0.0465743
293.98 0.201267 -7.49126 0 0.00220374
293.99 0.30336 -7.48856 0 -0.0188937
294 0.437741 -7.48522 0 0.0148872
294.01 0.649937 -7.48021 0 0.000614631
294.02 0.839947 -7.47326 0 0.0305795
294.03 0.824482 -7.46462 0 -0.0307442
294.04 0.912739 -7.45644 0 -0.0353838
294.05 0.877126 -7.44758 0 0.014755
294.06 0.808879 -7.4393 0 -0.00264812
294.07 0.843574 -7.4312 0 -0.0111087
294.08 0.832654 -7.42296 0 0.0690155
294.09 0.810333 -7.41423 0 0.0119495
294.1 0.72587 -7.40621 0 0.049329
294.11 0.837118 -7.39843 0 -0.00633137
294.12 0.847536 -7.39008 0 0.0494861
294.13 0.665867 -7.38282 0 0.0440153
294.14 0.71138 -7.37565 0 0.00948647
294.15 0.662899 -7.36869 0 -0.000163016
294.16 0.869535 -7.36125 0 -0.0022442
294.17 0.904437 -7.35257 0 -0.00786523
294.18 0.830882 -7.34391 0 -0.0170502
294.19 0.796112 -7.33587 0 0.0317972
294.2 0.712993 -7.32823 0 -0.0111979
294.21 0.66642 -7.32123 0 0.010857
294.22 0.564214 -7.31492 0 -0.000205049
294.23 0.54385 -7.30939 0 -0.0466433
294.24 0.634359 -7.30388 0 -0.0155558
294.25 0.623934 -7.29803 0 0.00375268
294.26 0.490985 -7.29212 0 0.00897164
294.27 0.535021 -7.28717 0 -0.0129818
294.28 0.512868 -7.28205 0 0.0296402
294.29 0.588413 -7.2764 0 -0.00700795
294.3 0.469597 -7.2706 0 0.0867297
294.31 0.516695 -7.26541 0 -0.00298159
294.32 0.508921 -7.26004 0 0.0288945
294.33 0.504066 -7.25481 0 -0.0328972
294.34 0.371763 -7.25055 0 -0.0115922
294.35 0.344756 -7.24711 0 0.0662645
294.36 0.340318 -7.24352 0 0.0103226
294.37 0.40498 -7.23995 0 -0.0105407
294.38 0.284821 -7.23614 0 -0.0104695
294.39 0.372465 -7.23308 0 0.00957474
294.4 0.407278 -7.22905 0 -0.0027586
294.41 0.370724 -7.22474 0 0.0353847
294.42 0.205362 -7.22165 0 0.0121037
294.43 0.40883 -7.21874 0 0.0292734
294.44 0.317957 -7.21455 0 -0.0275422
294.45 0.360152 -7.21112 0 -0.0116578
294.46 0.649211 -7.20647 0 -0.0221079
294.47 0.528339 -7.20113 0 -0.00687163
294.48 0.547632 -7.19593 0 0.0490914
294.49 0.69214 -7.18969 0 -0.0113224
294.5 0.733499 -7.18281 0 -0.0172736
294.51 0.663613 -7.17617 0 -0.0115502
294.52 0.519999 -7.17019 0 -0.0316971
294.53 0.434095 -7.16548 0 -0.00739656
294.54 0.431615 -7.16092 0 0.0127471
294.55 0.349478 -7.15682 0 1.09276e-05
294.56 0.355725 -7.15327 0 -0.0667115
294.57 0.438564 -7.14953 0 0.0372606
294.58 0.467192 -7.1451 0 -0.00184957
294.59 0.435287 -7.14062 0 -0.0205523
294.6 0.490338 -7.13639 0 0.02884
294.61 0.559713 -7.13115 0 0.00881689
294.62 0.796762 -7.12438 0 0.00503125
294.63 0.706838 -7.11634 0 -0.0210036
294.64 0.880835 -7.10895 0 -0.0272303
294.65 0.75761 -7.1011 0 0.0211058
294.66 0.856989 -7.09279 0 0.0285349
294.67 0.852905 -7.08398 0 0.0334448
294.68 0.712505 -7.07587 0 -0.038777
294.69 0.646831 -7.06908 0 0.016041
294.7 0.788653 -7.06161 0 -0.0148672
294.71 0.85737 -7.05389 0 -0.00342273
294.72 0.700805 -7.0459 0 0.045053
294.73 0.615506 -7.03898 0 -0.00151295
294.74 0.663653 -7.03291 0 0.0137355
294.75 0.740116 -7.02569 0 0.0137223
294.76 0.901909 -7.01744 0 -0.0484514
294.77 0.877768 -7.00894 0 -0.0379614
294.78 0.755089 -7.00092 0 0.00593052
294.79 0.880044 -6.9929 0 -0.0255955
294.8 0.77721 -6.98434 0 0.0299417
294.81 0.868404 -6.97635 0 -0.0354353
294.82 0.841697 -6.968 0 -0.0266583
294.83 0.79226 -6.95956 0 0.00228007
294.84 0.963587 -6.95121 0 -0.0552079
294.85 0.945319 -6.94145 0 -0.0123117
294.86 1.04574 -6.93133 0 0.0492157
294.87 1.26492 -6.91927 0 -0.00205022
294.88 1.20268 -6.90717 0 0.0186429
294.89 1.18473 -6.89514 0 -0.0148402
294.9 1.16797 -6.8833 0 0.00396814
294.91 1.18201 -6.87134 0 0.00889415
294.92 1.10511 -6.86 0 0.0122061
294.93 1.01597 -6.84915 0 0.00625113
294.94 1.02487 -6.83901 0 -0.00181274
294.95 1.10157 -6.82868 0 -0.0157593
294.96 1.07796 -6.81765 0 0.0177668
294.97 1.03711 -6.80711 0 0.0246552
294.98 0.982535 -6.79717 0 -0.0149159
294.99 0.963517 -6.78753 0 -0.0212056
295 1.07381 -6.77765 0 0.0324219
295.01 1.1815 -6.76672 0 0.0189799
295.02 1.21409 -6.75487 0 -0.0245224
295.03 1.2354 -6.7427 0 -0.0395813
295.04 1.26822 -6.7304 0 -0.0114183
295.05 1.2353 -6.71782 0 -0.020326
295.06 1.12589 -6.70617 0 -0.033744
295.07 1.18239 -6.69482 0 -0.0181968
295.08 1.0734 -6.68359 0 0.0255495
295.09 1.10427 -6.67275 0 0.0607338
295.1 1.14697 -6.66127 0 0.0138277
295.11 1.08379 -6.65066 0 0.00173335
295.12 1.07642 -6.64008 0 0.0350366
295.13 1.14627 -6.62837 0 -0.00884124
295.14 0.993009 -6.61718 0 -0.0125875
295.15 1.1127 -6.6069 0 0.0128486
295.16 1.05547 -6.59624 0 -0.0217817
295.17 1.12147 -6.58593 0 0.0517845
295.18 1.15792 -6.57445 0 0.0367431
295.19 1.20392 -6.56235 0 0.0235973
295.2 1.39092 -6.54945 0 -0.0425377
295.21 1.3367 -6.53595 0 -0.0071245
295.22 1.35323 -6.52235 0 -0.0473469
295.23 1.48285 -6.50876 0 0.00105746
295.24 1.56776 -6.49329 0 -0.0456749
295.25 1.51363 -6.47804 0 -0.0232456
295.26 1.45501 -6.46333 0 -0.0440794
295.27 1.43252 -6.44908 0 -0.0532242
295.28 1.48405 -6.43497 0 0.0193831
295.29 1.33649 -6.42059 0 0.00132464
295.3 1.30627 -6.40762 0 0.0137108
295.31 1.32617 -6.39448 0 -0.0261518
295.32 1.35138 -6.38137 0 -0.0234128
295.33 1.23961 -6.36836 0 0.0311991
295.34 1.34565 -6.35481 0 0.00658266
295.35 1.2693 -6.34156 0 -0.0273373
295.36 1.17315 -6.32916 0 0.00261857
295.37 1.17025 -6.31755 0 0.0119092
295.38 1.24045 -6.30532 0 -0.00134227
295.39 1.18484 -6.29333 0 -0.0170031
295.4 1.21493 -6.28137 0 0.00445761
295.41 1.26952 -6.26905 0 0.0227242
295.42 1.21828 -6.25651 0 0.0113609
295.43 1.25441 -6.24378 0 0.0318484
295.44 1.20078 -6.23113 0 -0.0438824
295.45 1.08352 -6.22004 0 -0.0252093
295.46 1.06886 -6.20931 0 0.0168071
295.47 1.08997 -6.19831 0 0.0182399
295.48 1.1499 -6.18751 0 0.00487101
295.49 1.10184 -6.1757 0 0.00236366
295.5 1.05271 -6.16437 0 -0.0714151
295.51 1.12301 -6.15376 0 -0.0170581
295.52 1.19744 -6.14214 0 -0.0163119
295.53 1.30933 -6.12965 0 0.0188161
295.54 1.35657 -6.11646 0 -0.00696174
295.55 1.44661 -6.10247 0 0.00717266
295.56 1.33347 -6.08828 0 -0.0137526
295.57 1.33683 -6.07486 0 -0.0395935
295.58 1.36257 -6.06164 0 0.00789315
295.59 1.45719 -6.04767 0 -0.00913883
295.6 1.40012 -6.03358 0 -0.0115206
295.61 1.42814 -6.01952 0 0.00670484
295.62 1.52105 -6.00479 0 0.00514348
295.63 1.42272 -5.99006 0 -0.0257057
295.64 1.40012 -5.97597 0 -0.0585456
295.65 1.30646 -5.96253 0 -0.0236331
295.66 1.35796 -5.9496 0 0.0336813
295.67 1.32354 -5.93592 0 -0.00737934
295.68 1.37032 -5.92263 0 0.00616294
295.69 1.41624 -5.90881 0 0.0365532
295.7 1.46186 -5.89422 0 0.0232963
295.71 1.44322 -5.87981 0 -0.0430345
295.72 1.30691 -5.86604 0 -0.0381962
295.73 1.29857 -5.85303 0 0.0210044
295.74 1.33714 -5.84002 0 -0.0157897
295.75 1.41206 -5.82622 0 -0.0378771
295.76 1.24365 -5.81303 0 -0.0611124
295.77 1.26822 -5.80068 0 -0.0447349
295.78 1.09587 -5.78877 0 0.0483124
295.79 0.991112 -5.77833 0 -0.00914456
295.8 1.05203 -5.76819 0 0.0214057
295.81 1.09217 -5.75717 0 -0.0351528
295.82 1.15373 -5.74664 0 0.00466382
295.83 1.1747 -5.73501 0 -0.00108484
295.84 1.0593 -5.72364 0 0.000337071
295.85 1.25101 -5.71241 0 -0.0433976
295.86 1.13134 -5.70093 0 -0.0134362
295.87 0.972004 -5.68968 0 -0.00376574
295.88 0.952231 -5.67985 0 0.0438543
295.89 0.985303 -5.66999 0 3.73441e-05
295.9 0.883227 -5.66092 0 -0.0322155
295.91 0.817758 -5.65239 0 0.0223279
295.92 0.828571 -5.64397 0 -0.0189729
295.93 0.851487 -5.63538 0 0.000136745
295.94 0.852488 -5.627 0 -0.0102628
295.95 0.897064 -5.61832 0 -0.0157096
295.96 0.902625 -5.60952 0 -0.0117417
295.97 0.78369 -5.60117 0 0.0174794
295.98 0.753335 -5.59363 0 0.0475608
295.99 0.922344 -5.58532 0 -0.0124457
296 0.974978 -5.57616 0 0.050829
296.01 1.07337 -5.56605 0 -0.00901527
296.02 0.950732 -5.55595 0 -0.0197788
296.03 0.997696 -5.54615 0 0.0520047
296.04 1.22069 -5.53495 0 -0.0222536
296.05 1.1754 -5.5229 0 0.0177546
296.06 1.14857 -5.51141 0 -0.00737931
296.07 1.17887 -5.49958 0 -0.0168113
296.08 1.11564 -5.48777 0 0.0458103
296.09 1.10012 -5.47662 0 -0.0635613
296.1 1.09156 -5.46624 0 -0.0162526
296.11 1.00906 -5.45592 0 0.0307511
296.12 0.990241 -5.44536 0 0.0165064
296.13 0.939305 -5.43517 0 -0.0112699
296.14 1.04733 -5.42549 0 0.0455373
296.15 1.06486 -5.41482 0 0.0246047
296.16 1.11347 -5.40358 0 0.064303
296.17 1.18229 -5.39203 0 0.0295426
296.18 1.08151 -5.38052 0 0.00395836
296.19 1.12815 -5.36936 0 -0.0137052
296.2 1.0604 -5.35831 0 -0.0257799
296.21 1.00527 -5.348 0 0.00988857
296.22 0.934986 -5.33846 0 -0.0289488
296.23 0.884822 -5.32951 0 -0.031045
296.24 0.986427 -5.32013 0 0.066986
296.25 1.16915 -5.30927 0 -0.0453587
296.26 1.17549 -5.29738 0 -0.0181049
296.27 1.2285 -5.28554 0 0.00563139
296.28 1.21502 -5.27328 0 -0.0432458
296.29 1.14966 -5.26161 0 -0.043845
296.3 1.17437 -5.25045 0 0.0172274
296.31 1.14762 -5.23899 0 0.0221357
296.32 1.19544 -5.22727 0 -0.0180899
296.33 1.12878 -5.21597 0 0.0527408
296.34 1.19384 -5.2044 0 0.0446371
296.35 1.29073 -5.19172 0 0.0141752
296.36 1.19864 -5.1791 0 0.0378074
296.37 1.32812 -5.1661 0 0.00495811
296.38 1.47908 -5.15237 0 0.0447977
296.39 1.46434 -5.13738 0 0.00864093
296.4 1.41803 -5.12265 0 0.00169666
296.41 1.48802 -5.10824 0 0.0295167
296.42 1.34869 -5.09341 0 -0.0148774
296.43 1.39163 -5.07995 0 -0.00957087
296.44 1.30621 -5.06635 0 0.00292349
296.45 1.33212 -5.05343 0 0.0121397
296.46 1.36163 -5.03998 0 0.0100774
296.47 1.43065 -5.02608 0 -0.00358517
296.48 1.45855 -5.01188 0 0.000826734
296.49 1.53168 -4.99694 0 -0.0427454
296.5 1.56656 -4.98203 0 -0.0367666
296.51 1.42355 -4.96735 0 0.0114681
296.52 1.48595 -4.95272 0 -0.0293875
296.53 1.49349 -4.93811 0 0.00876005
296.54 1.55813 -4.92312 0 0.0270765
296.55 1.52541 -4.90772 0 0.0423078
296.56 1.59227 -4.89196 0 0.0434935
296.57 1.61702 -4.87579 0 -0.0153343
296.58 1.46714 -4.86017 0 -0.0168367
296.59 1.4222 -4.8457 0 0.00632372
296.6 1.35346 -4.83148 0 0.0295336
296.61 1.39093 -4.81747 0 -0.0399263
296.62 1.3069 -4.80406 0 -0.00292995
296.63 1.32104 -4.79058 0 -0.0558149
296.64 1.10871 -4.77852 0 -0.0152361
296.65 1.08471 -4.76756 0 -0.0493797
296.66 1.03035 -4.75754 0 0.0310341
296.67 1.08276 -4.74666 0 0.0267885
296.68 1.08751 -4.73584 0 -0.0210666
296.69 0.972117 -4.72566 0 -0.0105534
296.7 0.922233 -4.71581 0 0.00630858
296.71 0.953146 -4.70674 0 -0.0366697
296.72 0.826406 -4.69776 0 0.0247995
296.73 0.948729 -4.68884 0 0.0219355
296.74 1.05607 -4.67902 0 -0.0251019
296.75 0.985932 -4.66955 0 -0.0213465
296.76 0.862197 -4.65995 0 0.0179244
296.77 0.9296 -4.65106 0 0.0143713
296.78 0.996417 -4.64178 0 0.0349991
296.79 0.910553 -4.63232 0 0.0102676
296.8 0.781085 -4.62392 0 -0.0507862
296.81 0.630843 -4.61672 0 -0.0415916
296.82 0.565775 -4.61079 0 -0.00104822
296.83 0.530272 -4.60548 0 -0.0114186
296.84 0.496606 -4.60046 0 -0.0242521
296.85 0.536658 -4.59548 0 -0.0164119
296.86 0.485579 -4.59061 0 -0.0320706
296.87 0.431394 -4.58598 0 0.0418127
296.88 0.65178 -4.58055 0 0.0175485
296.89 0.586789 -4.57371 0 0.00634757
296.9 0.696332 -4.56767 0 0.0173581
296.91 0.785568 -4.5602 0 -0.0290259
296.92 0.819787 -4.55215 0 0.0139952
296.93 0.892687 -4.54357 0 -0.0133005
296.94 1.02844 -4.5343 0 0.0310619
296.95 0.989546 -4.52384 0 0.0120588
296.96 1.06903 -4.51345 0 -0.00657912
296.97 1.21454 -4.5022 0 0.0226887
296.98 1.29984 -4.48948 0 0.0111438
296.99 1.22486 -4.47675 0 -0.00755323
297 1.31792 -4.46396 0 -0.00145127
297.01 1.2824 -4.45063 0 -0.062403
297.02 1.20501 -4.43842 0 0.00479261
297.03 1.0367 -4.42699 0 -0.0353679
297.04 0.968569 -4.41742 0 -0.0161979
297.05 0.983962 -4.40814 0 -0.00300526
297.06 1.07997 -4.39792 0 -0.0130486
297.07 1.04033 -4.3874 0 -0.021111
