#t U_0 U_1 U_2 U_3 U_4 U_5 U_6 U_7 U_8 U_9 U_10 U_11 U_12 U_13 U_14 U_15 U_16 U_17 U_18 U_19 U_20 U_21 U_22 U_23 U_24 U_25 U_26 U_27 U_28 U_29 U_30 U_31 U_32 U_33 U_34 U_35 U_36 U_37 U_38 U_39 U_40 U_41 U_42 U_43 U_44 U_45 U_46 U_47 U_48 U_49 U_50 U_51 U_52 U_53 U_54 U_55 U_56 U_57 U_58 U_59 U_60 U_61 U_62 U_63 U_64 U_65 U_66 U_67 U_68 U_69 U_70 U_71 U_72 U_73 U_74 U_75 U_76 U_77 U_78 U_79 U_80 U_81 U_82 U_83 U_84 U_85 U_86 U_87 U_88 U_89 U_90 U_91 U_92 U_93 U_94 U_95 U_96 U_97 U_98 U_99 U_100 U_101 U_102 U_103 U_104 U_105 U_106 U_107 U_108 U_109 U_110 U_111 U_112 U_113 U_114 U_115 U_116 U_117 U_118 U_119 U_120 U_121 U_122 U_123 U_124 U_125 U_126 U_127
3612 0.399951 0.399494 0.400697 0.400298 0.399669 0.400284 0.400247 0.400711 0.399565 0.399188 0.400206 0.400142 0.399774 0.399916 0.400126 0.399947 0.399559 0.399821 0.400611 0.400244 0.399818 0.400008 0.39941 0.399527 0.400499 0.400632 0.40006 0.400843 0.400324 0.400316 0.399649 0.400468 0.399884 0.399464 0.399674 0.399611 0.399122 0.399936 0.400452 0.400138 0.399978 0.400202 0.400087 0.400316 0.40001 0.400687 0.39999 0.400096 0.401065 0.400659 0.399825 0.398913 0.401202 0.399971 0.400356 0.399621 0.401333 0.400077 0.399633 0.400571 0.400662 0.399828 0.399933 0.40003 0.399882 0.399633 0.399638 0.400439 0.400409 0.400813 0.399595 0.399761 0.39996 0.399842 0.399367 0.400143 0.399699 0.399845 0.399857 0.399608 0.400029 0.399816 0.400637 0.400362 0.400135 0.400625 0.400254 0.400674 0.398664 0.399988 0.400395 0.400388 0.399333 0.400463 0.399248 0.400075 0.400098 0.40027 0.399595 0.399594 0.400485 0.399378 0.400431 0.399649 0.399857 0.400052 0.399876 0.399813 0.399669 0.399367 0.400297 0.400417 0.40024 0.400123 0.399641 0.399603 0.399832 0.3996 0.400016 0.400252 0.399884 0.399467 0.399279 0.399315 0.400079 0.400216 0.400171 0.399534
3616 0.399248 0.400219 0.400314 0.400301 0.400099 0.400673 0.399485 0.399943 0.400102 0.399913 0.400508 0.399635 0.399919 0.400012 0.400329 0.400118 0.399956 0.400046 0.399082 0.40064 0.399904 0.39984 0.400399 0.399842 0.400463 0.400348 0.399113 0.400591 0.400139 0.400846 0.400264 0.399465 0.400118 0.400575 0.399895 0.399156 0.400546 0.399785 0.400054 0.399513 0.399918 0.399621 0.399832 0.400551 0.400207 0.399974 0.399731 0.40046 0.40099 0.399769 0.400042 0.400051 0.399952 0.400507 0.401054 0.400031 0.400463 0.400688 0.400506 0.399816 0.399307 0.400547 0.399859 0.40032 0.399772 0.399833 0.400686 0.399699 0.399959 0.3997 0.399571 0.400055 0.399867 0.399785 0.399689 0.399997 0.399783 0.399652 0.399999 0.399986 0.399865 0.399784 0.400686 0.400429 0.400018 0.399708 0.399765 0.400316 0.400836 0.400691 0.400534 0.398736 0.400012 0.399286 0.399268 0.399953 0.399539 0.399686 0.400439 0.400355 0.399296 0.399678 0.399834 0.399616 0.400918 0.399761 0.399549 0.400555 0.400231 0.400415 0.400455 0.400045 0.398868 0.400189 0.400469 0.40015 0.399988 0.399805 0.399948 0.399832 0.399416 0.399254 0.400109 0.40012 0.400485 0.399956 0.399448 0.399077
3620 0.399654 0.39914 0.399716 0.399557 0.400233 0.400531 0.399946 0.400277 0.400101 0.399767 0.399829 0.40011 0.400637 0.400262 0.400128 0.400728 0.400053 0.399168 0.400299 0.399064 0.399678 0.400395 0.400827 0.400787 0.40037 0.398954 0.400499 0.399648 0.399825 0.39999 0.400531 0.399901 0.401103 0.400041 0.399193 0.400554 0.400873 0.400246 0.399388 0.39964 0.399285 0.399279 0.400064 0.400499 0.399934 0.400374 0.399794 0.399626 0.400479 0.40028 0.400093 0.400048 0.399817 0.399945 0.400981 0.401461 0.399588 0.400866 0.400102 0.399651 0.400736 0.399828 0.400002 0.399791 0.400672 0.399787 0.400197 0.399989 0.399203 0.399408 0.399861 0.399912 0.399243 0.4 0.399748 0.399998 0.400391 0.400141 0.399893 0.400226 0.399413 0.399653 0.400139 0.399939 0.400039 0.400232 0.400491 0.399954 0.400083 0.399446 0.400091 0.400428 0.399594 0.399966 0.399186 0.399634 0.399974 0.399529 0.399301 0.399639 0.400289 0.400215 0.40054 0.398836 0.399446 0.400545 0.401152 0.399956 0.401095 0.399605 0.399906 0.400291 0.400238 0.400269 0.399863 0.400297 0.399928 0.400188 0.39948 0.399755 0.400118 0.399799 0.400143 0.399701 0.400281 0.399828 0.400345 0.399325
3624 0.399906 0.399003 0.399503 0.399494 0.399842 0.399939 0.399921 0.400068 0.400568 0.40021 0.399914 0.399796 0.400485 0.400487 0.400815 0.400641 0.399537 0.399973 0.399667 0.400233 0.399623 0.400525 0.399978 0.399986 0.400461 0.399624 0.400442 0.400324 0.399898 0.399422 0.399849 0.400033 0.400834 0.40093 0.400145 0.399888 0.399209 0.400111 0.399689 0.401282 0.399972 0.399556 0.398894 0.399734 0.40046 0.399644 0.400264 0.400494 0.400455 0.400046 0.39905 0.399834 0.39991 0.400264 0.400829 0.40022 0.400088 0.401133 0.400327 0.400404 0.40044 0.399498 0.39981 0.400048 0.400217 0.400258 0.399875 0.399718 0.399476 0.399605 0.399284 0.399968 0.399958 0.399862 0.399512 0.400531 0.400096 0.399774 0.399856 0.399753 0.40014 0.40022 0.400616 0.398755 0.400301 0.399456 0.399511 0.399924 0.399914 0.400725 0.399091 0.399908 0.399954 0.400535 0.398754 0.400101 0.400038 0.399565 0.400072 0.400129 0.399527 0.398855 0.400281 0.400317 0.400538 0.400438 0.399761 0.399775 0.400454 0.400735 0.400469 0.399877 0.400339 0.400703 0.399608 0.400151 0.399962 0.400077 0.400258 0.399794 0.400044 0.399924 0.400228 0.400592 0.400501 0.399495 0.399313 0.399905
3628 0.399661 0.400119 0.399998 0.399128 0.398745 0.399946 0.400299 0.39961 0.399915 0.401329 0.400563 0.399968 0.399638 0.400011 0.400509 0.400482 0.399818 0.400519 0.400934 0.400145 0.399662 0.399519 0.400506 0.400128 0.400215 0.399905 0.400438 0.399625 0.399735 0.40034 0.399784 0.400793 0.399856 0.399206 0.400988 0.399946 0.400285 0.400091 0.40012 0.398956 0.400087 0.399834 0.400735 0.40006 0.399942 0.399914 0.399776 0.399975 0.400049 0.40043 0.399476 0.399368 0.400548 0.399968 0.399749 0.399937 0.40044 0.401318 0.400365 0.399276 0.400955 0.400166 0.39958 0.40022 0.399971 0.399228 0.399563 0.400336 0.40079 0.400016 0.399474 0.398911 0.400258 0.400375 0.399274 0.400301 0.400329 0.399764 0.399721 0.40016 0.398927 0.400189 0.399607 0.399796 0.4008 0.399221 0.398939 0.399288 0.399558 0.400566 0.399848 0.399854 0.39995 0.399543 0.399758 0.399725 0.400477 0.39956 0.399819 0.400359 0.400253 0.400097 0.400368 0.399925 0.399318 0.399332 0.401127 0.40072 0.399735 0.400268 0.400072 0.400288 0.399772 0.400281 0.400237 0.400317 0.400141 0.400314 0.401046 0.399964 0.399962 0.400251 0.400324 0.400712 0.400358 0.399152 0.399212 0.39959
3632 0.399774 0.399231 0.398862 0.40025 0.399874 0.399678 0.400913 0.400194 0.399122 0.399948 0.400012 0.400333 0.400404 0.400279 0.399714 0.401095 0.400664 0.399775 0.399723 0.400086 0.400789 0.400502 0.400707 0.39954 0.399448 0.400444 0.400372 0.400378 0.399495 0.399468 0.400052 0.400306 0.399637 0.400498 0.401138 0.399157 0.399591 0.400841 0.399805 0.399534 0.399704 0.400097 0.399858 0.400064 0.400351 0.400279 0.400018 0.400698 0.399227 0.400016 0.39988 0.399278 0.400036 0.400005 0.400882 0.399859 0.398663 0.39981 0.400929 0.400505 0.400352 0.400557 0.399083 0.399832 0.399761 0.400672 0.400449 0.399839 0.39974 0.399503 0.400758 0.399922 0.400032 0.39944 0.400031 0.40039 0.400065 0.399721 0.399983 0.399303 0.398761 0.399564 0.399803 0.399159 0.399896 0.400086 0.400419 0.399702 0.399028 0.399167 0.400093 0.399208 0.400194 0.399168 0.400414 0.399945 0.399792 0.400227 0.400514 0.400378 0.399686 0.400213 0.400428 0.401126 0.400001 0.400094 0.399962 0.399599 0.399235 0.400143 0.400054 0.400242 0.400056 0.400119 0.400132 0.399993 0.400479 0.401036 0.400679 0.40081 0.400201 0.400579 0.400361 0.399813 0.399354 0.400059 0.400083 0.399712
3636 0.399458 0.399052 0.400634 0.400735 0.400012 0.399861 0.400024 0.399836 0.39998 0.399788 0.39983 0.398871 0.400584 0.401031 0.400888 0.400332 0.399892 0.400287 0.400058 0.400818 0.400251 0.399228 0.400505 0.400892 0.400153 0.399742 0.399738 0.400452 0.400306 0.399743 0.39987 0.400225 0.399369 0.39923 0.400708 0.400097 0.400782 0.400184 0.399552 0.39976 0.39998 0.400465 0.399529 0.399353 0.400055 0.400243 0.400105 0.400872 0.400806 0.399049 0.399772 0.399948 0.400096 0.39986 0.399414 0.399865 0.398905 0.400222 0.400166 0.399904 0.400246 0.400006 0.40028 0.400453 0.400105 0.399316 0.400275 0.400683 0.399714 0.399801 0.399846 0.400244 0.401098 0.400233 0.399785 0.399441 0.399291 0.400001 0.399953 0.399151 0.398847 0.39953 0.399729 0.400137 0.399201 0.399307 0.399472 0.400307 0.399897 0.399355 0.399652 0.398991 0.399929 0.399261 0.399823 0.400174 0.400886 0.400805 0.399069 0.399926 0.400908 0.400416 0.40053 0.400878 0.400408 0.400157 0.399927 0.399493 0.399699 0.399899 0.399457 0.399648 0.400339 0.400117 0.400328 0.400496 0.400238 0.400813 0.400639 0.401045 0.40003 0.399742 0.399986 0.401099 0.400315 0.399984 0.399489 0.39933
3640 0.399582 0.400016 0.40051 0.399538 0.399925 0.400266 0.39998 0.399492 0.399537 0.40111 0.399644 0.399586 0.400465 0.400015 0.400047 0.400695 0.400479 0.400257 0.400735 0.400224 0.400481 0.399746 0.399587 0.399931 0.400341 0.400693 0.399915 0.400269 0.400343 0.399796 0.399917 0.399527 0.399623 0.400112 0.40014 0.399195 0.400006 0.401012 0.40065 0.400441 0.399826 0.399353 0.400137 0.399118 0.40036 0.399989 0.399766 0.40057 0.400007 0.400343 0.399822 0.400322 0.399861 0.399463 0.399511 0.399512 0.399599 0.398818 0.400117 0.400528 0.400686 0.400018 0.399749 0.40023 0.400466 0.399443 0.399797 0.399313 0.400547 0.400797 0.400851 0.399954 0.399794 0.400157 0.399347 0.400492 0.399165 0.398935 0.399571 0.399636 0.399905 0.399475 0.399864 0.399811 0.400063 0.398516 0.399273 0.398899 0.39972 0.400025 0.400091 0.399624 0.399916 0.400025 0.399545 0.399967 0.399712 0.400325 0.399891 0.400655 0.400694 0.399972 0.400928 0.400093 0.400534 0.40038 0.399655 0.39996 0.400401 0.399836 0.399451 0.400139 0.400348 0.399791 0.399881 0.400496 0.400369 0.399797 0.4007 0.40046 0.400605 0.400468 0.399949 0.399633 0.400352 0.400303 0.400494 0.4002
3644 0.400303 0.400132 0.399966 0.39997 0.400154 0.399229 0.39955 0.40082 0.400372 0.40009 0.399975 0.40005 0.400068 0.400396 0.399627 0.400475 0.400458 0.40057 0.400539 0.400177 0.399528 0.400031 0.400694 0.399958 0.400181 0.400322 0.399876 0.399313 0.399954 0.400305 0.399771 0.40072 0.400228 0.399581 0.399374 0.400286 0.399857 0.399994 0.399844 0.400455 0.401092 0.399805 0.400192 0.399529 0.399634 0.400225 0.400133 0.399631 0.399489 0.399922 0.400356 0.40047 0.399496 0.399754 0.399637 0.399582 0.399594 0.400047 0.40006 0.399688 0.399428 0.400637 0.399929 0.40016 0.399998 0.400006 0.400247 0.400485 0.399045 0.399978 0.399605 0.400671 0.400238 0.400447 0.399338 0.399458 0.399215 0.399437 0.399242 0.400063 0.400263 0.400699 0.399067 0.398889 0.399565 0.399319 0.399759 0.399506 0.399167 0.400108 0.399839 0.399492 0.399828 0.400517 0.399957 0.400042 0.399674 0.400605 0.39996 0.399405 0.40004 0.400621 0.400248 0.40073 0.40015 0.400735 0.400001 0.399353 0.400324 0.400239 0.400541 0.399763 0.400573 0.40034 0.399386 0.399377 0.400195 0.400673 0.399811 0.400352 0.400398 0.400173 0.399889 0.400036 0.400973 0.400538 0.400392 0.400328
3648 0.399745 0.400545 0.399592 0.400306 0.400699 0.399873 0.399956 0.400463 0.400022 0.399676 0.401151 0.399886 0.399634 0.399841 0.401067 0.400571 0.399261 0.399681 0.401022 0.401128 0.400057 0.4001 0.399926 0.399194 0.399873 0.400444 0.400181 0.399842 0.399338 0.400145 0.400352 0.399985 0.399956 0.399677 0.400285 0.399352 0.400915 0.400318 0.400239 0.399212 0.400147 0.400687 0.400286 0.400898 0.398959 0.399672 0.399943 0.400165 0.399674 0.399753 0.399544 0.400026 0.400136 0.399545 0.399653 0.399745 0.400481 0.399814 0.399599 0.399469 0.400188 0.40054 0.399719 0.400058 0.40075 0.400089 0.399328 0.399838 0.399847 0.399843 0.398487 0.399484 0.400257 0.400448 0.399957 0.39946 0.399849 0.399633 0.400912 0.39921 0.399504 0.398892 0.399673 0.400104 0.399706 0.400021 0.399532 0.399931 0.398861 0.399918 0.399939 0.399902 0.400245 0.399774 0.399242 0.4001 0.40065 0.400074 0.400587 0.399498 0.400104 0.399978 0.40016 0.399064 0.400263 0.400903 0.400677 0.400438 0.40022 0.399998 0.399573 0.400628 0.400197 0.400297 0.39978 0.400397 0.3995 0.399229 0.400549 0.399832 0.399954 0.400774 0.40061 0.400505 0.4007 0.399772 0.399951 0.401183
3652 0.39993 0.400591 0.400915 0.400423 0.400669 0.399337 0.400679 0.400643 0.400261 0.400283 0.400802 0.399886 0.399338 0.39993 0.400103 0.399885 0.400564 0.400433 0.400811 0.400816 0.399379 0.400204 0.399724 0.400005 0.399487 0.400417 0.399961 0.399265 0.400092 0.401101 0.399037 0.399653 0.39946 0.400027 0.399908 0.400487 0.400459 0.400226 0.400245 0.401011 0.400011 0.399518 0.399495 0.400263 0.400057 0.399571 0.399859 0.400112 0.400283 0.399933 0.399996 0.399336 0.399878 0.400167 0.399224 0.399878 0.399889 0.39938 0.40052 0.400249 0.400045 0.400169 0.400283 0.400004 0.399376 0.399876 0.400279 0.399369 0.3995 0.399413 0.399808 0.399266 0.398819 0.399378 0.400489 0.400379 0.40024 0.400202 0.399672 0.399439 0.399716 0.399663 0.399679 0.399036 0.399922 0.400107 0.399781 0.399913 0.400122 0.400136 0.399638 0.399881 0.399345 0.400139 0.399616 0.400469 0.399871 0.399982 0.400087 0.400013 0.399813 0.399969 0.400719 0.399433 0.400689 0.399665 0.399529 0.400382 0.400686 0.400326 0.400447 0.399951 0.39997 0.400321 0.399855 0.399394 0.399937 0.399777 0.400782 0.400468 0.399858 0.400849 0.400624 0.400027 0.40006 0.39995 0.400039 0.400281
3656 0.401007 0.400911 0.399824 0.40087 0.399957 0.400307 0.400618 0.400879 0.400345 0.400395 0.399982 0.399806 0.400505 0.400583 0.399818 0.399849 0.400158 0.40062 0.39958 0.40005 0.400475 0.400829 0.399955 0.400149 0.399622 0.399808 0.39997 0.399429 0.399394 0.399951 0.399607 0.399917 0.40049 0.399689 0.399716 0.400127 0.400383 0.400337 0.400042 0.400422 0.400531 0.400522 0.399321 0.399018 0.399829 0.399974 0.400571 0.4002 0.400037 0.399818 0.399982 0.400035 0.399899 0.399406 0.399823 0.400258 0.399683 0.399629 0.400256 0.399765 0.40022 0.400067 0.399537 0.400291 0.399448 0.399755 0.400141 0.399818 0.399516 0.399243 0.399661 0.399669 0.399514 0.398914 0.399488 0.399602 0.399482 0.400792 0.400366 0.400741 0.399577 0.399381 0.399517 0.399648 0.399641 0.39974 0.399879 0.400035 0.400517 0.39953 0.400305 0.40024 0.399412 0.400097 0.399897 0.400039 0.399291 0.40048 0.399151 0.40044 0.399723 0.400546 0.400686 0.39985 0.399655 0.399673 0.400093 0.400034 0.400116 0.399438 0.400086 0.401049 0.400015 0.400095 0.399553 0.400498 0.399572 0.400133 0.400493 0.40066 0.400972 0.400545 0.399729 0.399544 0.400157 0.399861 0.40013 0.400079
3660 0.400578 0.400607 0.4006 0.400443 0.400942 0.400009 0.399997 0.3999 0.400141 0.400549 0.400798 0.400308 0.40071 0.40022 0.400126 0.400344 0.400606 0.399729 0.399321 0.400307 0.399983 0.400885 0.399521 0.400273 0.400437 0.399857 0.399419 0.399498 0.399366 0.399897 0.399467 0.400003 0.400684 0.399718 0.399827 0.400772 0.400014 0.3993 0.399924 0.400436 0.399453 0.400306 0.400421 0.400245 0.400168 0.399955 0.399676 0.39999 0.399964 0.399991 0.399918 0.399475 0.400355 0.400117 0.399932 0.400175 0.400521 0.399284 0.399911 0.399511 0.400066 0.399273 0.399244 0.399785 0.400909 0.399693 0.399557 0.399495 0.400379 0.399806 0.399317 0.399749 0.398931 0.39916 0.399192 0.400449 0.400006 0.399459 0.399486 0.399908 0.400393 0.40082 0.400111 0.399993 0.398841 0.399682 0.399957 0.399378 0.400254 0.400339 0.400775 0.39993 0.39956 0.400423 0.399822 0.399278 0.399907 0.400386 0.399884 0.399672 0.400362 0.399872 0.399488 0.400303 0.400777 0.399581 0.399216 0.399752 0.399485 0.399984 0.400493 0.399949 0.400562 0.400257 0.40012 0.40004 0.399924 0.400108 0.400592 0.40014 0.400788 0.400579 0.399601 0.400017 0.400036 0.400075 0.400247 0.400502
3664 0.400883 0.400828 0.400544 0.400014 0.399998 0.399973 0.400753 0.399988 0.400548 0.400111 0.399753 0.400726 0.400542 0.400561 0.400811 0.400146 0.401238 0.400476 0.399451 0.399539 0.399582 0.399871 0.399078 0.400967 0.400423 0.40005 0.399422 0.400284 0.399355 0.399955 0.400007 0.399651 0.400162 0.399825 0.399938 0.399836 0.399756 0.399706 0.400254 0.39989 0.399189 0.399913 0.401436 0.4003 0.400103 0.400051 0.39948 0.400187 0.399895 0.399806 0.399904 0.400138 0.400271 0.399838 0.400056 0.400312 0.399267 0.400283 0.399382 0.400051 0.399821 0.400293 0.399201 0.398796 0.400388 0.399974 0.399619 0.399335 0.400101 0.399942 0.399519 0.399932 0.399762 0.399782 0.399659 0.399177 0.399646 0.39991 0.399462 0.399979 0.399579 0.400216 0.399998 0.400386 0.399765 0.400074 0.399763 0.400107 0.399391 0.400454 0.400575 0.399709 0.39995 0.400214 0.399902 0.400408 0.400031 0.399825 0.399556 0.399723 0.400215 0.400227 0.400313 0.39921 0.398945 0.400301 0.399569 0.399512 0.39928 0.401227 0.400349 0.400145 0.399773 0.400151 0.40005 0.400102 0.400231 0.399494 0.400772 0.400087 0.400416 0.400483 0.39987 0.400592 0.399873 0.400539 0.399732 0.400854
3668 0.399752 0.400722 0.399795 0.40067 0.400242 0.400693 0.400303 0.400172 0.399563 0.40005 0.400201 0.401077 0.399961 0.401278 0.400623 0.40029 0.400491 0.400518 0.399574 0.4003 0.399617 0.399388 0.399757 0.400584 0.399764 0.400076 0.39969 0.400606 0.399471 0.400021 0.399573 0.400053 0.399945 0.399683 0.400409 0.399282 0.399635 0.399817 0.399937 0.399836 0.399683 0.400853 0.400383 0.399706 0.399725 0.400502 0.400195 0.399511 0.39998 0.400244 0.400332 0.399871 0.400424 0.399465 0.399556 0.400138 0.39999 0.399934 0.39996 0.400116 0.39943 0.39999 0.400587 0.399616 0.398702 0.399131 0.39903 0.400297 0.399709 0.39988 0.400548 0.400069 0.399959 0.399505 0.399615 0.399872 0.40041 0.399526 0.39908 0.399936 0.399769 0.398556 0.39966 0.399739 0.400841 0.400432 0.400424 0.400583 0.39984 0.399431 0.40068 0.399978 0.400287 0.400199 0.399917 0.39957 0.399816 0.399917 0.400122 0.401313 0.399423 0.398791 0.399866 0.399961 0.39945 0.400167 0.399324 0.399963 0.399811 0.399728 0.400405 0.400558 0.400388 0.399664 0.399635 0.399772 0.400049 0.400634 0.39977 0.400148 0.400846 0.399904 0.400291 0.399592 0.399949 0.401081 0.400765 0.401101
3672 0.400572 0.400473 0.400516 0.400749 0.400463 0.399925 0.399243 0.40024 0.400672 0.400925 0.401277 0.40002 0.40015 0.400248 0.399982 0.400315 0.399853 0.400533 0.400134 0.40011 0.400369 0.400652 0.400317 0.399807 0.399646 0.399607 0.400114 0.399462 0.399277 0.400117 0.399905 0.399934 0.399673 0.400061 0.400336 0.400032 0.399788 0.400121 0.399361 0.399644 0.400636 0.399578 0.39983 0.399848 0.400723 0.399978 0.400119 0.399772 0.399527 0.400196 0.400969 0.399714 0.399486 0.399598 0.400637 0.399826 0.400862 0.399501 0.399611 0.399749 0.39984 0.399802 0.399091 0.399979 0.399725 0.400254 0.398799 0.400159 0.399234 0.399381 0.400542 0.401312 0.399287 0.399714 0.399438 0.400597 0.399928 0.400049 0.398854 0.399621 0.399598 0.398865 0.399969 0.399725 0.399805 0.400219 0.400273 0.400731 0.400933 0.400861 0.399937 0.399529 0.399843 0.399776 0.400667 0.399814 0.400276 0.399132 0.400168 0.399633 0.399533 0.400067 0.400077 0.400502 0.399037 0.40038 0.399876 0.399559 0.399664 0.400342 0.400058 0.399293 0.400088 0.399732 0.400778 0.400245 0.400243 0.399047 0.399551 0.400892 0.399813 0.400258 0.4005 0.400478 0.400253 0.399451 0.40072 0.400421
3676 0.400691 0.400357 0.399663 0.401174 0.399811 0.400533 0.399923 0.401385 0.400638 0.400119 0.399814 0.401024 0.400348 0.400233 0.399989 0.400006 0.399368 0.400823 0.400497 0.400206 0.400216 0.400389 0.400893 0.400061 0.398911 0.399884 0.399836 0.399976 0.399199 0.399877 0.399498 0.40036 0.399863 0.400047 0.399399 0.400467 0.400047 0.400424 0.399954 0.399906 0.399782 0.399769 0.400312 0.399177 0.400014 0.399699 0.400425 0.400356 0.399691 0.400024 0.399614 0.400186 0.400059 0.400317 0.400796 0.399715 0.400011 0.39923 0.400081 0.399953 0.398907 0.399944 0.400042 0.399481 0.399938 0.399952 0.399915 0.3994 0.400562 0.399589 0.400237 0.400291 0.399134 0.399988 0.400274 0.399145 0.399944 0.400234 0.399857 0.39919 0.399479 0.40033 0.399047 0.400075 0.399583 0.399677 0.400267 0.400688 0.400342 0.400645 0.400402 0.400221 0.400234 0.400367 0.399324 0.400189 0.399602 0.399486 0.399447 0.400482 0.400287 0.398962 0.399935 0.400056 0.400045 0.400585 0.400737 0.39945 0.399489 0.399627 0.400093 0.400225 0.399681 0.399898 0.400414 0.398976 0.400648 0.400121 0.399796 0.40003 0.399271 0.400247 0.400404 0.400627 0.400651 0.399956 0.399443 0.400411
3680 0.399806 0.400047 0.401322 0.400407 0.400598 0.400739 0.400578 0.400086 0.40015 0.400109 0.40008 0.400395 0.400558 0.400052 0.400402 0.400046 0.40144 0.400652 0.399511 0.399902 0.40016 0.399473 0.399955 0.400563 0.399826 0.399588 0.399642 0.399845 0.399822 0.400256 0.400156 0.400185 0.399891 0.399824 0.399132 0.399539 0.400536 0.400178 0.400415 0.400525 0.399497 0.399921 0.399753 0.40008 0.399767 0.399801 0.399325 0.400486 0.399293 0.399915 0.400827 0.400366 0.400627 0.399233 0.400055 0.399737 0.400051 0.399492 0.399343 0.400253 0.400522 0.40019 0.399418 0.399464 0.399883 0.399874 0.39994 0.400053 0.399973 0.400434 0.399882 0.399792 0.399922 0.399251 0.399485 0.39962 0.399954 0.400247 0.399969 0.399736 0.399771 0.400129 0.399767 0.399631 0.399944 0.399742 0.399641 0.399958 0.400578 0.401078 0.399823 0.399968 0.400285 0.400442 0.399893 0.400207 0.399477 0.400137 0.399515 0.399442 0.399857 0.400595 0.400048 0.39965 0.399553 0.399929 0.400358 0.399993 0.400475 0.400619 0.399799 0.399949 0.399529 0.400059 0.399184 0.400126 0.400528 0.3997 0.40012 0.399009 0.400169 0.400023 0.400167 0.400461 0.400097 0.40029 0.399519 0.399947
3684 0.401032 0.400773 0.400879 0.400176 0.400552 0.400274 0.399969 0.399797 0.400668 0.400021 0.399951 0.400878 0.40072 0.400289 0.400085 0.400308 0.400477 0.400153 0.401021 0.399457 0.399936 0.399482 0.399628 0.400043 0.400161 0.39942 0.399825 0.399795 0.400188 0.399914 0.400574 0.399931 0.401061 0.399961 0.400352 0.399383 0.39922 0.399276 0.399496 0.400403 0.400185 0.400523 0.400238 0.39952 0.40018 0.400122 0.399905 0.399836 0.399607 0.399937 0.400464 0.399661 0.399714 0.400218 0.399774 0.400421 0.399141 0.399991 0.399819 0.400303 0.400214 0.400353 0.399834 0.399853 0.399997 0.399682 0.399578 0.400117 0.400281 0.399939 0.399493 0.399776 0.400031 0.399409 0.399587 0.400298 0.399782 0.399774 0.400043 0.40028 0.400245 0.399198 0.40082 0.399527 0.399545 0.399506 0.399779 0.400652 0.40017 0.399865 0.400268 0.400002 0.399858 0.400579 0.400247 0.399859 0.400444 0.399761 0.399813 0.399446 0.400391 0.399901 0.399182 0.400229 0.399882 0.399807 0.399909 0.400598 0.399998 0.400579 0.400223 0.400329 0.399975 0.399697 0.399634 0.40025 0.399225 0.400227 0.399872 0.399407 0.400372 0.399997 0.399625 0.400201 0.399641 0.399696 0.399528 0.399633
3688 0.399653 0.399604 0.400835 0.400234 0.399743 0.400591 0.400405 0.400441 0.399982 0.399858 0.400847 0.400613 0.400516 0.399717 0.400222 0.400677 0.399882 0.399923 0.400013 0.399779 0.399821 0.40048 0.400912 0.399777 0.399688 0.39834 0.400263 0.399505 0.40012 0.400382 0.400764 0.400517 0.400503 0.399693 0.400576 0.40016 0.399972 0.399411 0.39875 0.398974 0.399919 0.399914 0.400935 0.400715 0.400556 0.399742 0.400417 0.399123 0.400621 0.399308 0.400015 0.399594 0.399105 0.399684 0.400135 0.400857 0.400642 0.399219 0.400702 0.399589 0.399593 0.400282 0.400399 0.399974 0.400156 0.399666 0.400298 0.399564 0.399425 0.399307 0.400017 0.400034 0.400039 0.399494 0.399781 0.40052 0.400062 0.400446 0.399985 0.39975 0.399733 0.399956 0.400271 0.400146 0.399164 0.399884 0.399635 0.400498 0.40023 0.399234 0.40092 0.399991 0.399795 0.400035 0.400325 0.399861 0.399978 0.400094 0.400505 0.400209 0.399087 0.399668 0.400264 0.400143 0.399733 0.399295 0.39987 0.400835 0.399673 0.400559 0.400794 0.400049 0.400271 0.399531 0.40005 0.400056 0.39991 0.400188 0.399394 0.399861 0.399661 0.399569 0.399972 0.3996 0.399797 0.399814 0.400573 0.400591
